level,credits,course_2,title_2,course_1,gen_ed,title_1,special
"
L",3.00,HESM 233,Water Safety Instructor,PEPROF 251,"
",Water Safety Instructor,None
"
L",4.00,HESM EL,"Health, Exercise Science & Sport Mngmnt Elective",PEPROF 271,"
",Structure/Funct Humn Body,None
"
U",2.00,HESM 322,Adv First Aid/Emrgncy Response,PEPROF 281,"
",First Aid & Cpr,None
"
L",3.00,GEN EL,General Elective,PEPROF 291,"
",Lifeguarding,None
"
L",3.00,GEN EL,General Elective,SOCIOLGY 105,"
SSS",Individual and Society,None
"
L",3.00,SOCA 101,Introduction to Sociology,SOCIOLGY 140,"
UCTA,SSS",Introductory Sociology,None
"
L",3.00,SS-SOCA EL,Soc Sciences - Socio & Anthro Elective,SOCIOLGY 240,"
SSS, UCTA",Principles of Sociology,None
"
L",3.00,SOCA 102,Contemporary Social Problems,SOCIOLGY 250,"
",Social Problems,None
"
L",3.00,SOCA 207,Marriage and Family,SOCIOLGY 252,"
SSS",Intro to Family Studies,None
"
L",3.00,GEN EL,General Elective,SOCIOLGY 260,"
DV, SSS",Sociology of Hate,None
"
L",3.00,SOCA 206,Race/Ethnc Relations in US(Dv),SOCIOLGY 265,"
UCTA, DV, SSS",Race & Ethnic Relations,None
"
L",3.00,SOCA EL,Sociology Elective,SOCIOLGY 270,"
DV, SSS",Afri Am Comunty Soc Persp,None
"
L",3.00,CRMJ 233,Criminology,SOCIOLGY 276,"
",Introduction Criminology,None
"
L",3.00,SOCA EL,Sociology Elective,SOCIOLGY 280,"
",Intro Australian Studies,None
"
L",3.00,SOCA 228,Peoples of Southeast Asia,SOCIOLGY 285,"
",Asian Americans,None
"
L",3.00,SOCA EL,Sociology Elective,SOCIOLGY 290,"
",Sociology of Pacific Asia,None
"
U",3.00,SOCA EL,Sociology Elective,SOCIOLGY 342,"
",Soc of Fam and Work,None
"
L",3.00,SOCA 213,Gender and Society,SOCIOLGY 345,"
",Sociology of Gender,None
"
U",3.00,SOCA 321,Religion and Society,SOCIOLGY 353,"
",Sociology of Religion,None
"
L",3.00,SOCA 234,Juvenile Delinquency/Justice,SOCIOLGY 370,"
",Juvenile Delinquency,None
"
L",3.00,SOCA EL,Sociology Elective,SOCIOLGY 374,"
",Sociolgy of Police and Courts,None
"
L",3.00,SOCA EL,Sociology Elective,SOCIOLGY 378,"
",Sociology of Pnshmnt and Corre,None
"
L",3.00,SOCA 207,Marriage and Family,SOCIOLGY 455,"
SSS",Sociology of the Family,None
"
L",3.00,SOCA 295,Social Science Research Mthds,SOCIOLGY 476,"
",Methods Social Research,None
"
L",3.00,SOCA EL,Sociology Elective,SOCIOLGY 478,"
",Sociology in Practice,None
"
L",2.00,GEN EL,General Elective,SPECED 200,"
",Person W/Disability Socty,None
"
L",3.00,GEN EL,General Elective,SPECED 201,"
",Disability in Society,None
"
L",3.00,GEN EL,General Elective,SPECED 205,"
",Intro to Special Educ,None
"
L",1.00,GEN EL,General Elective,SPECED 240,"
",Manual Communication,None
"
L",1.00,GEN EL,General Elective,SPECED 250,"
",Study in Braille,None
"
L",3.00,GEN EL,General Elective,RACEETH 150,"
",Atlantic History,None
"
L",3.00,GEN EL,General Elective,RACEETH 217,"
",Ethnic Politics,None
"
L",2.00,THEA 110,Theatre Appreciation,THEATRE 100,"
HUT",Theatre Appreciation,None
"
L",4.00,GEN EL,General Elective,THEATRE 110,"
",Introduction to Theatre,None
"
L",3.00,THEA 125,Acting I,THEATRE 120,"
",Introduction to Acting,None
"
L",1.00-2.00,THEA 010,Theatre Practicum I,THEATRE 200,"
",Theatre Activities,None
"
L",0.50-2.00,THEA 014,Acting Practicum,THEATRE 201,"
",Practicum - Acting,None
"
L",0.50-2.00,GEN EL,General Elective,THEATRE 202,"
",Practicum - Directing,None
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 203,"
",Practicum - Sound,None
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 204,"
",Practicum - Stagecraft,None
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 205,"
",Practicum - Lighting,None
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 206,"
",Practicum - Costuming,None
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 207,"
",Practicum - Mgmt/Publicty,None
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 208,"
",Practicum - Makeup,None
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 209,"
",Practicum-Theatre Tour,None
"
L",1.00-2.00,THEA EL,Theatre Arts Elective,THEATRE 210,"
",Lab Plywrtng/Thtr Crtcsm,None
"
L",3.00,GEN EL,General Elective,THEATRE 215,"
",Auditioning,None
"
L",3.00,THEA 225,Acting II,THEATRE 220,"
",Act Anlysis & Performance,None
"
L",3.00,THEA EL,Theatre Arts Elective,THEATRE 225,"
",Script Analysis,None
"
L",3.00,THEA EL,Theatre Arts Elective,THEATRE 230,"
HUT",Movement For the Actor,None
"
L",2.00,THEA 121,Theatrical Make-Up I,THEATRE 242,"
",Stage Make-Up,None
"
L",3.00,THEA 132,Stagecraft,THEATRE 250,"
",Intro Technicl Thrtr Dsgn,None
"
L",4.00,THEA EL,Theatre Arts Elective,THEATRE 251,"
",Intro Technical Theatre,None
"
L",3.00,THEA EL,Theatre Arts Elective,THEATRE 252,"
HUT",Intro Theatrical Design,None
"
L",3.00,THEA 132,Stagecraft,THEATRE 260,"
",Produc Stage Management,None
"
L",3.00,THEA 206,Theatre History to 1660,THEATRE 270,"
HU",Theatre History Survey,None
"
L",1.00-6.00,THEA 290,Special Topic in Theatre Arts:,THEATRE 300,"
",Summer Theatre Production,None
"
L",0.50-2.00,THEA 214,Intermed Acting Practicum,THEATRE 301,"
",Prod Prac-Acting,None
"
L",0.50-2.00,THEA 213,Assist Directr/Stage Mngr,THEATRE 312,"
",Prod Prac-Directing,None
"
L",3.00,THEA 228,Voice For the Actor I,THEATRE 328,"
",Vocal Prod/Stage Speech,None
"
U",2.00,GEN EL,General Elective,THEATRE 362,"
",Non-Profit Arts Mgmt,None
"
L",3.00,THEA 290,Special Topic in Theatre Arts:,THEATRE 422,"
",Acting For Camera,None
"
L",3.00,THEA 206,Theatre History to 1660,THEATRE 471,"
HU",History Theatre Thru 1550,None
"
L",3.00,THEA 207,Theatre History 1660-Present,THEATRE 472,"
HU",Thtr Hist Drama 1550-1875,None
"
L",1.00-6.00,THEA 290,Special Topic in Theatre Arts:,THEATRE 492,"
",Field Study,None
"
L",9.00,GEN EL,General Elective,SPECFLD 200E,"
",Pre-Profess Block Sped El,None
"
L",9.00,GEN EL,General Elective,SPECFLD 200F,"
",Pre-Profess Block Sped Sc,None
"
L",3.00,GEN EL,General Elective,SPECFLD 210,"
",Obser/Part Special Educ,None
"
L",3.00,GEN EL,General Elective,SPECFLD 210E,"
",O & P Special Ed Elemtry,None
"
L",3.00,GEN EL,General Elective,SPECFLD 210F,"
",O & P Special Ed Secondry,None
"
L",3.00,GEN EL,General Elective,SOCWORK 102,"
",Intro to Social Welfare  (Gs),None
"
L",1.00,GEN EL,General Elective,SOCWORK 161,"
",Intro Soc Serv Computing,None
"
L",3.00,GEN EL,General Elective,SOCWORK 235,"
",Child Welfare,None
"
L",3.00,GEN EL,General Elective,SOCWORK 236,"
",Poverty & Social Welfare,None
"
U",4.00,GEN EL,General Elective,SOCWORK 311,"
",Humn Beh/Soc Envrmnt,None
"
U",3.00,GEN EL,General Elective,SOCWORK 312,"
",Humn Behsoc Envrmnt II,None
"
U",3.00,GEN EL,General Elective,SOCWORK 341,"
",Sexuality For Prof Growth,None
"
U",3.00,GEN EL,General Elective,SOCWORK 371,"
",Social Work Practice I,None
"
L",3.00,WGSS 110,Intro Wmns/Gendr/Sexualty Stds,WOMENST 100,"
SSW",Intro Women's Studies,None
"
L",3.00,WGSS EL,"Women's, Gender and Sexuality Studies Elective",WOMENST 105,"
",Individual and Society,None
"
L",3.00,GEN EL,General Elective,WOMENST 240,"
SSW",Women and Work,None
"
L",3.00,GEN EL,General Elective,WOMENST 250,"
SSW",Women American Culture,None
"
L",3.00,GEN EL,General Elective,WOMENST 280,"
",Feminist Theories,None
"
L",3.00,WGSS EL,"Women's, Gender and Sexuality Studies Elective",WOMENST 303,"
",Womn's Voices/Wmn's Lives,None
"
U",3.00,WGSS EL,"Women's, Gender and Sexuality Studies Elective",WOMENST 320,"
",Lesbian Studies,None
"
L",3.00,WGSS EL,"Women's, Gender and Sexuality Studies Elective",WOMENST 370,"
",Women: Race and Ethnicity,None
"
U",3.00,WGSS EL,"Women's, Gender and Sexuality Studies Elective",WOMENST 464,"
",Global Gender Politics,None
"
U",1.00-3.00,WGSS 499,Independent Study,WOMENST 498,"
",Independent Study,None
"
L",4.00,SPAN 103,Introductory Spanish I,SPANISH 141,"
",Beginning Spanish,None
"
L",4.00,SPAN 104,Introductory Spanish II,SPANISH 142,"
",Beginning Spanish,None
"
L",4.00,SPAN 203,Intermediate Spanish I,SPANISH 251,"
HUL",Intermediate Spanish,None
"
L",4.00,SPAN 204,Intermediate Spanish II,SPANISH 252,"
HUL",Intermediate Spanish,None
"
L",3.00,GEN EL,General Elective,SPANISH 260,"
",Spanish Phonetics,None
