"
L",3.00,POLS 105,Introduction to Politics,POLISCI 250,"
SSP",Intro Political Theory,"

                "
"
L",3.00,GEN EL,General Elective,POLISCI 255,"
",Intro Comparative Politics,"

                "
"
L",3.00,CRMJ 200,Criminal Justice Rsch Mthds,POLISCI 301,"
",Pol Science Rsch Methods,"

                "
"
L",3.00,POLS 203,"Women, Power and Politics",POLISCI 315,"
",Women and American Politics,"

                "
"
L",3.00,CRMJ 235,Police and Society,POLISCI 316,"
",Police/Crim Justice Admin,"

                "
"
L",3.00,POLS 214,Executive&Legislative Politics,POLISCI 317,"
",Amer Legislative Process,"

                "
"
L",3.00,POLS 215,The Presidency,POLISCI 318,"
",The American Presidency,"

                "
"
L",3.00,POLS 202,Public Policy,POLISCI 320,"
",Public Policy/Administrtn,"

                "
"
U",3.00,POLS 360,Pol Parties & Interest Groups,POLISCI 321,"
",Interest Group Politics,"

                "
"
L",3.00,POLS 130,State and Local Politics,POLISCI 344,"
",State/Local Government,"

                "
"
L",3.00,POLS 104,Intro International Relations,POLISCI 351,"
SSP",International Relations,"

                "
"
L",3.00,POLS 103,Intro to Comparative Politics,POLISCI 352,"
SSP",Compartve Govrnmnt-Europe,"

                "
"
L",1.00,POLS 209,Legal Research & Writing,POLISCI 360,"
",Resources Legal Research,"

                "
"
U",3.00,POLS 320,Const Law:Structr/Pwr US Govt,POLISCI 413,"
",Constitutional Law,"

                "
"
U",3.00,POLS 310,Const Law: Civil Liberties,POLISCI 415,"
",Criminal Justice/Const,"

                "
"
L",3.00,POLS 116,Introduction to Law,POLISCI 419,"
SSP",The Judicial Process,"

                "
"
L",3.00,POLS 105,Introduction to Politics,POLISCI 420,"
SSP",American Political Thght,"

                "
"
L",3.00,POLS 224,American Foreign Policy,POLISCI 457,"
",American Foreign Policy,"

                "
"
L",3.00,GEN EL,General Elective,RACEETH 150,"
",Atlantic History,"

                "
"
L",3.00,GEN EL,General Elective,RACEETH 217,"
",Ethnic Politics,"

                "
"
L",2.00,GEN EL,General Elective,LIBMEDIA 101,"
",Intro Library Resources,"

                "
"
L",1.00,GEN EL,General Elective,LIBMEDIA 201,"
",Technology For Teachers,"

                "
"
L",2.00,GEN EL,General Elective,RECREATN 232,"
",Intro Recreation/Leisure,"

                "
"
L",4.00,SPAN 103,Introductory Spanish I,SPANISH 141,"
",Beginning Spanish,"

                "
"
L",4.00,SPAN 104,Introductory Spanish II,SPANISH 142,"
",Beginning Spanish,"

                "
"
L",4.00,SPAN 203,Intermediate Spanish I,SPANISH 251,"
HUL",Intermediate Spanish,"

                "
"
L",4.00,SPAN 204,Intermediate Spanish II,SPANISH 252,"
HUL",Intermediate Spanish,"

                "
"
L",3.00,GEN EL,General Elective,SPANISH 260,"
",Spanish Phonetics,"

                "
"
L",3.00,GEN EL,General Elective,SOCIOLGY 105,"
SSS",Individual and Society,"

                "
"
L",3.00,SOCA 101,Introduction to Sociology,SOCIOLGY 140,"
UCTA,SSS",Introductory Sociology,"
22
                "
"
L",3.00,SS-SOCA EL,Soc Sciences - Socio & Anthro Elective,SOCIOLGY 240,"
SSS, UCTA",Principles of Sociology,"
22
                "
"
L",3.00,SOCA 102,Contemporary Social Problems,SOCIOLGY 250,"
",Social Problems,"

                "
"
L",3.00,SOCA 207,Marriage and Family,SOCIOLGY 252,"
SSS",Intro to Family Studies,"

                "
"
L",3.00,GEN EL,General Elective,SOCIOLGY 260,"
DV, SSS",Sociology of Hate,"

                "
"
L",3.00,SOCA 206,Race/Ethnc Relations in US(Dv),SOCIOLGY 265,"
UCTA, DV, SSS",Race & Ethnic Relations,"
22
                "
"
L",3.00,SOCA EL,Sociology Elective,SOCIOLGY 270,"
DV, SSS",Afri Am Comunty Soc Persp,"

                "
"
L",3.00,CRMJ 233,Criminology,SOCIOLGY 276,"
",Introduction Criminology,"

                "
"
L",3.00,SOCA EL,Sociology Elective,SOCIOLGY 280,"
",Intro Australian Studies,"

                "
"
L",3.00,SOCA 228,Peoples of Southeast Asia,SOCIOLGY 285,"
",Asian Americans,"

                "
"
L",3.00,SOCA EL,Sociology Elective,SOCIOLGY 290,"
",Sociology of Pacific Asia,"

                "
"
U",3.00,SOCA EL,Sociology Elective,SOCIOLGY 342,"
",Soc of Fam and Work,"

                "
"
L",3.00,SOCA 213,Gender and Society,SOCIOLGY 345,"
",Sociology of Gender,"

                "
"
U",3.00,SOCA 321,Religion and Society,SOCIOLGY 353,"
",Sociology of Religion,"

                "
"
L",3.00,SOCA 234,Juvenile Delinquency/Justice,SOCIOLGY 370,"
",Juvenile Delinquency,"

                "
"
L",3.00,SOCA EL,Sociology Elective,SOCIOLGY 374,"
",Sociolgy of Police and Courts,"

                "
"
L",3.00,SOCA EL,Sociology Elective,SOCIOLGY 378,"
",Sociology of Pnshmnt and Corre,"

                "
"
L",3.00,SOCA 207,Marriage and Family,SOCIOLGY 455,"
SSS",Sociology of the Family,"

                "
"
L",3.00,SOCA 295,Social Science Research Mthds,SOCIOLGY 476,"
",Methods Social Research,"

                "
"
L",3.00,SOCA EL,Sociology Elective,SOCIOLGY 478,"
",Sociology in Practice,"

                "
"
L",3.00,GEN EL,General Elective,RELIGST 201,"
HUP",Crit Issues Modern Relgn,"

                "
"
L",3.00,GEN EL,General Elective,RELIGST 210,"
HUP",Intro Religions of World,"

                "
"
L",3.00,HUMA 225,Religion-Far East,RELIGST 211,"
",Intro to Asian Religions,"

                "
"
L",3.00,HUMA 224,Religion-the West,RELIGST 212,"
",Intro Western Religions,"

                "
"
L",3.00,GEN EL,General Elective,RELIGST 221,"
HUP",Intro Early Hebrew Wrtngs,"

                "
"
L",3.00,GEN EL,General Elective,RELIGST 222,"
HUP",Introduction to Judaism,"

                "
"
L",3.00,GEN EL,General Elective,RELIGST 252,"
",The Bible As Literature,"

                "
"
U",3.00,HUMA-PHIL EL,Humanities - Philosophy Elective,RELIGST 330,"
HUP","Religion, Sexuality and Gender","

                "
"
L",2.00,GEN EL,General Elective,SPECED 200,"
",Person W/Disability Socty,"

                "
"
L",3.00,GEN EL,General Elective,SPECED 201,"
",Disability in Society,"

                "
"
L",3.00,GEN EL,General Elective,SPECED 205,"
",Intro to Special Educ,"

                "
"
L",1.00,GEN EL,General Elective,SPECED 240,"
",Manual Communication,"

                "
"
L",1.00,GEN EL,General Elective,SPECED 250,"
",Study in Braille,"

                "
"
L",9.00,GEN EL,General Elective,SPECFLD 200E,"
",Pre-Profess Block Sped El,"

                "
"
L",9.00,GEN EL,General Elective,SPECFLD 200F,"
",Pre-Profess Block Sped Sc,"

                "
"
L",3.00,GEN EL,General Elective,SPECFLD 210,"
",Obser/Part Special Educ,"

                "
"
L",3.00,GEN EL,General Elective,SPECFLD 210E,"
",O & P Special Ed Elemtry,"

                "
"
L",3.00,GEN EL,General Elective,SPECFLD 210F,"
",O & P Special Ed Secondry,"

                "
"
L",2.00,THEA 110,Theatre Appreciation,THEATRE 100,"
HUT",Theatre Appreciation,"

                "
"
L",4.00,GEN EL,General Elective,THEATRE 110,"
",Introduction to Theatre,"

                "
"
L",3.00,THEA 125,Acting I,THEATRE 120,"
",Introduction to Acting,"

                "
"
L",1.00-2.00,THEA 010,Theatre Practicum I,THEATRE 200,"
",Theatre Activities,"
8
                "
"
L",0.50-2.00,THEA 014,Acting Practicum,THEATRE 201,"
",Practicum - Acting,"
8
                "
"
L",0.50-2.00,GEN EL,General Elective,THEATRE 202,"
",Practicum - Directing,"
8
                "
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 203,"
",Practicum - Sound,"
8
                "
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 204,"
",Practicum - Stagecraft,"
8
                "
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 205,"
",Practicum - Lighting,"
8
                "
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 206,"
",Practicum - Costuming,"
8
                "
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 207,"
",Practicum - Mgmt/Publicty,"
8
                "
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 208,"
",Practicum - Makeup,"
8
                "
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 209,"
",Practicum-Theatre Tour,"
8
                "
"
L",1.00-2.00,THEA EL,Theatre Arts Elective,THEATRE 210,"
",Lab Plywrtng/Thtr Crtcsm,"
8
                "
"
L",3.00,GEN EL,General Elective,THEATRE 215,"
",Auditioning,"

                "
"
L",3.00,THEA 225,Acting II,THEATRE 220,"
",Act Anlysis & Performance,"

                "
"
L",3.00,THEA EL,Theatre Arts Elective,THEATRE 225,"
",Script Analysis,"

                "
"
L",3.00,THEA EL,Theatre Arts Elective,THEATRE 230,"
HUT",Movement For the Actor,"

                "
"
L",2.00,THEA 121,Theatrical Make-Up I,THEATRE 242,"
",Stage Make-Up,"

                "
"
L",3.00,THEA 132,Stagecraft,THEATRE 250,"
",Intro Technicl Thrtr Dsgn,"

                "
"
L",4.00,THEA EL,Theatre Arts Elective,THEATRE 251,"
",Intro Technical Theatre,"

                "
"
L",3.00,THEA EL,Theatre Arts Elective,THEATRE 252,"
HUT",Intro Theatrical Design,"

                "
"
L",3.00,THEA 132,Stagecraft,THEATRE 260,"
",Produc Stage Management,"

                "
"
L",3.00,GEN EL,General Elective,PSYCH 104,"
SSY",Psych of Human Adjustment,"

                "
"
L",3.00,GEN EL,General Elective,PSYCH 105,"
SS",Individual and Society,"

                "
"
L",3.00,GEN EL,General Elective,PSYCH 135,"
SSY",Psychology of Retirement,"

                "
"
L",3.00,GEN EL,General Elective,PSYCH 202,"
SSY",Psychology of Women,"

                "
"
L",3.00,PSYC 101,Intro to Psychological Science,PSYCH 211,"
UCTA,SSY",Introductory Psychology,"
22
                "
"
L",3.00,PSYC 250,Psychological Statistics,PSYCH 215,"
",Basic Statistical Methods,"

                "
"
U",5.00,PSYC 300,Research Methods in Psychology,PSYCH 216,"
",Research Methods,"

                "
"
L",3.00,PSYC 260,Psychology of Personality,PSYCH 301,"
",Intro Behavioral Neuroscience,"

                "
"
U",3.00,PSYC 325,Biological Psychology,PSYCH 304,"
",Psychology of Personality,"

                "
"
U",3.00,PSYC EL,Psychology Elective,PSYCH 332,"
",Psychology of Adolescence,"

                "
"
U",3.00,PSYC 360,Abnormal Psychology,PSYCH 345,"
",Abnormal Psychology,"

                "
"
L",3.00,PSYC 205,Cognitive Psychology,PSYCH 351,"
",Cognitive Psychology,"

                "
"
L",3.00,PSYC 220,Social Psychology,PSYCH 355,"
",Social Psychology,"

                "
"
L",3.00,THEA 206,Theatre History to 1660,THEATRE 270,"
HU",Theatre History Survey,"

                "
"
L",1.00-6.00,THEA 290,Special Topic in Theatre Arts:,THEATRE 300,"
",Summer Theatre Production,"
8
                "
"
L",0.50-2.00,THEA 214,Intermed Acting Practicum,THEATRE 301,"
",Prod Prac-Acting,"
8
                "
"
L",0.50-2.00,THEA 213,Assist Directr/Stage Mngr,THEATRE 312,"
",Prod Prac-Directing,"
8
                "
"
L",3.00,THEA 228,Voice For the Actor I,THEATRE 328,"
",Vocal Prod/Stage Speech,"

                "
"
U",2.00,GEN EL,General Elective,THEATRE 362,"
",Non-Profit Arts Mgmt,"
1
                "
"
L",3.00,THEA 290,Special Topic in Theatre Arts:,THEATRE 422,"
",Acting For Camera,"

                "
"
L",3.00,THEA 206,Theatre History to 1660,THEATRE 471,"
HU",History Theatre Thru 1550,"

                "
"
L",3.00,THEA 207,Theatre History 1660-Present,THEATRE 472,"
HU",Thtr Hist Drama 1550-1875,"

                "
"
L",1.00-6.00,THEA 290,Special Topic in Theatre Arts:,THEATRE 492,"
",Field Study,"
8
                "
"
L",3.00,GEN EL,General Elective,SOCWORK 102,"
",Intro to Social Welfare  (Gs),"

                "
"
L",1.00,GEN EL,General Elective,SOCWORK 161,"
",Intro Soc Serv Computing,"

                "
"
L",3.00,GEN EL,General Elective,SOCWORK 235,"
",Child Welfare,"

                "
"
L",3.00,GEN EL,General Elective,SOCWORK 236,"
",Poverty & Social Welfare,"

                "
"
U",4.00,GEN EL,General Elective,SOCWORK 311,"
",Humn Beh/Soc Envrmnt,"

                "
"
U",3.00,GEN EL,General Elective,SOCWORK 312,"
",Humn Behsoc Envrmnt II,"

                "
"
U",3.00,GEN EL,General Elective,SOCWORK 341,"
",Sexuality For Prof Growth,"

                "
"
U",3.00,GEN EL,General Elective,SOCWORK 371,"
",Social Work Practice I,"

                "
"
L",3.00,WGSS 110,Intro Wmns/Gendr/Sexualty Stds,WOMENST 100,"
SSW",Intro Women's Studies,"

                "
"
L",3.00,WGSS EL,"Women's, Gender and Sexuality Studies Elective",WOMENST 105,"
",Individual and Society,"

                "
"
L",3.00,GEN EL,General Elective,WOMENST 240,"
SSW",Women and Work,"

                "
"
L",3.00,GEN EL,General Elective,WOMENST 250,"
SSW",Women American Culture,"

                "
"
L",3.00,GEN EL,General Elective,WOMENST 280,"
",Feminist Theories,"

                "
"
L",3.00,WGSS EL,"Women's, Gender and Sexuality Studies Elective",WOMENST 303,"
",Womn's Voices/Wmn's Lives,"

                "
"
U",3.00,WGSS EL,"Women's, Gender and Sexuality Studies Elective",WOMENST 320,"
",Lesbian Studies,"

                "
"
L",3.00,WGSS EL,"Women's, Gender and Sexuality Studies Elective",WOMENST 370,"
",Women: Race and Ethnicity,"

                "
"
U",3.00,WGSS EL,"Women's, Gender and Sexuality Studies Elective",WOMENST 464,"
",Global Gender Politics,"

                "
"
U",1.00-3.00,WGSS 499,Independent Study,WOMENST 498,"
",Independent Study,"
8
                "
