department,course,description,unit,title
Agriscience&Natural Resources,HORT 10001112,,3,Horticulture Plant Culture & Soils
Agriscience&Natural Resources,HORT 10001301,"This course provides an overview of the Horticulture profession. Particular attention is given to career opportunities, current trends, and the importance of the Horticulture Industry. Students will learn basic plant science, plant classification, and the interrelationships between the environment, plant growth, and plant development.",3,Introduction to Horticulture and Its Careers
Agriscience&Natural Resources,HORT 10001302,"This course will familiarize students with maintenance of lawns, flowerbeds, vegetalbe and water gardens; and the planting and taking of flowers, trees, and shrubs. Maintenance practices for the landscape, including acutal pruning of small trees and shrubs, irrigation, and spring and fall preparation of the landscape will be studies. Students will be able to identify, select, and maintain safe use of tools and equipment, common to the landscape industry. Safety issues, such as hearing, skin and eye protection, and lifting will be discussed.",3,"Landscape Maintenance, Tools, and Equipment"
Agriscience&Natural Resources,HORT 10001305,This course description is unavailable at this time. Please contact the center offering the course for more information.,2,Soils And Fertilizers
Agriscience&Natural Resources,HORT 10001328,Prepare to obtain Commercial Pesticide Certification in Turf and Landscape Commercial Category 3.0.,1,Pesticide Applicator Training
Agriscience&Natural Resources,HORT 10001308,"This course provides an overview of turfgrass and the roles it plays in urban and suburban communities. Students will learn the principles of establishing and maintaining residential and residential turf.  Sports turf will be discussed. Skills are developed in site preparation, identification and selection of turf grasses, propagation, fertilization, irrigation, pest control, mowing, and renovation.",3,Turfgrass Management
Agriscience&Natural Resources,HORT 10001309,This course will familiarize students with commonly used herbaceous and woody plans in Wisconsin landscapes. Students will learn key characteristics used to identify common plants in Wisconsin. Common and scientific plant names memorization will be required. Proper placement and cultural requirements of these plants will be discussed in classroom presentations.,3,Herbaceous and Woody Plant Identification for Wisconsin Gardening
Agriscience&Natural Resources,HORT 10001303,This course provides an overview of greenhouse production. Students will grow a greenhouse crop from propagation to potential sales. Particular attention is given to culture care of crops under greenhouse growing conditions. Students will learn about construction of a greenhouse and essential care and maintenance of greenhouses.,3,Greenhouse Operations and Management
Agriscience&Natural Resources,HORT 10001307,This course description is unavailable at this time. Please contact the center offering the course for more information.,2,Interior Landscaping
Agriscience&Natural Resources,HORT 10001379,This course description is unavailable at this time.  Please contact the center offering the course for more information.,1,Applied Horticulture Math 1
Agriscience&Natural Resources,HORT 10001313,This course description is unavailable at this time. Please contact the center offering the course for more information.,2,Ornamental Plant Health Care
Construction,BLDGS 31443303,This course description is unavailable at this time. Please contact the center offering the course for more information.,5,Maintenance Trouble Shooting
Agriscience&Natural Resources,HORT 30001310,,1,Forest and Woodlot Management
Construction,CARP 31410334,,1,Technology In Cabinetmaking
Construction,BLDGS 31443302,This course description is unavailable at this time.  Please contact the center offering the course for more information.,5,Finishing Construction
Construction,CARP 31410386,,2,Cabinet Drawing
Construction,CARP 31410300,,1,Cabinet/Furniture Internship
Construction,BLDGS 31443300,This course description is unavailable at this time. Please contact the center offering the course for more information.,5,Rough Construction Tech
Agriscience&Natural Resources,HORT 30001306,,2,Floral Design
Construction,BLDGS 31443301,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2,Maintenance Management - Building Services Program
Construction,CARP 50410572,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2,Trade Carpentry Sem 3
Construction,CARP 31410336,The fundamentals of tool maintenance and care are emphasized. This includes the identification of maintenance problems and the care of woodworking tools and machines. The study of the principles on which machines operate and preventative maintenance is included. Lab work involves the maintenance of tools and machinery used in the construction classes.,1,Machine Maintenance - Construction and Remodeling Program
Construction,CARP 50410573,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2,Trade Carpentry Sem 4
Construction,CARP 50410571,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2,Trade Carpentry Sem 2
Construction,CARP 31410340,,2,Plastic Laminates
Construction,CARP 31410398,,3,Fundamentals Of Joinery
Construction,CARP 50410570,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2,Trade Carpentry Sem 1
Construction,CARP 31410397,,1,Introduction To Cnc
Construction,CARP 50410576,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2,Trade Carpentry Semester 7
Construction,CARP 50410575,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2,Trade Carpentry Sem 6
Construction,CARP 50410574,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2,Trade Carpentry Sem 5
Construction,CARP 50410595,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2.25,Tech Carpentry Semester 3
Construction,CARP 50410596,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2.25,Tech Carpentry Semester 4
Construction,CARP 50410598,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2.25,Tech Carpentry Semester 6
Construction,CARP 50410577,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2,Trade Carpentry Sem 8
Construction,CARP 50410589,,0.5,Bp Int Carp Sem 5
Construction,CARP 50410597,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2.25,Tech Carpentry Semester 5
Construction,CARP 50410594,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2.25,Tech Carpentry Semester 2
HISTORY 20803204,This course satisfies LAT Req,"Renaissance, Reformation, and Revolution introduces the major political, economic, social and cultural trends, which characterize European society from the Renaissance through the French Revolution. The primary focus is an examination of the changes and conflicts that mark the transition from medieval society to Modern European society, and the impact that this transition has for individuals, groups, institutions, and the world view of Europeans in the early modern period.",3,"Renaissance, Reformation, and Revolution"
HISTORY 20803201,This course satisfies LAT Req,"Twentieth-Century America surveys the political, social, economic, cultural history of the United States in the twentieth century. Students will explore the following themes: the impact of technology in twentieth century America, the politics of power and its effects on society, the challenges in the transition to and from the Superpower era, and the various responses of different cultures to the ideas and events of the century. Within each unit, students will build their historical thinking, reading, writing, speaking and listening skills.",3,Twentieth-Century America
Construction,CARP 50410593,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2.25,Tech Carpentry Semester 1
HISTORY 20803224,This course satisfies LAT Req,"History of Sub-Saharan Africa is an introduction to the civilizations of Africa from early man through the present that focuses on African society before western penetration, the basic nature of African institutions, the colonial experience of Africa and the development of Africa since independence in 1960.",3,History of Sub Saharan Africa
HISTORY 20803205,This course satisfies LAT Req,"This is an introductory course in European history concentrating on the 19th- and 20th-century experiences of European societies through examination of major social, economic, political and intellectual development. One emphasis is on the changes that caused the transformation of Europe from a pre-industrial to a modern industrial society. A second emphasis focuses on a specific place and time period in order to understand how this process of transformation affected different European nations at different points in their history.",3,Europe and Modern World
HISTORY 20803230,This course satisfies LAT Req,"Public Man, Private Woman: Bronze Age to Glass Ceiling introduces students to women’s history, specifically the various roles played by and assigned to women in western societies and focusing on the question of how and why women’s lives have changed during the past thirty centuries. Students will examine women’s experiences and their images in the past by analyzing the lives of selected notable women as well as broad categories of women, e.g. prostitutes, peasant wives, noblewomen, feminists. The traditional historical periods covered include the Ancient (Greece and Rome), the Medieval (Europe) and the Modern (Europe and the U.S. since 1500).",3,"Public Man, Private Woman: Bronze Age to Glass Ceiling"
Social Science,This course satisfies LAT Req,"Native American History is a survey course focusing on Native American cultures and histories from early times to the present. Particular attention is placed on the variety of lifestyles of native peoples, their early reactions to Euro-Americans, outstanding native leaders, assimilation efforts and relations with the U.S. government. Completion of 20-803-211, American History 1607-1865; or 20-803-212, American History 1865 to Present, is recommended.",3,Native American History
HISTORY 20803233,This course satisfies LAT Req,"Introduction to gender and women's history from pre-history to the 19th century from a humanities perspective. We will develop a critical analysis by studying cultural representations of women and men within the social and historical context of race, class, gender, sexuality. Our analysis will be shaped by an intersectional approach, which means that gender will always be examined in interaction with race, class, sexuality and dis/ability to reveal how identities and systems of power are shaped by multiple forces. We will study a range of cultural representations ranging from literary and visual arts, to mass media, to material, to political to explore how gendered representations produce social, political and personal implications.",3,Gender and Women's History in Cultural Representations
HISTORY 20803212,This course satisfies LAT Req,"American History 1865 to the Present is an introductory survey course covering political, social and cultural trends in the United States between the end of Civil War and the present. In addition to presenting what happened in the United States during this period, the course explores the diverse sources historians use to explain the past.",3,Am Hist 1865-Pres.
Social Science,This course satisfies LAT Req,"Broad introductory survey of significant experiences that have shaped U.S. race relations, beginning with the west coast of Africa during the Middle Ages and moving through the last 30 years of this century in the United States. Special attention is given to slavery, family, politics, education and civil rights.",3,Afro-American History
HISTORY 20803211,This course satisfies LAT Req,"In this course the origin and growth of the United States is studied. It also surveys American political, economic and social development from the founding of the colonies through the Civil War.",3,Am Hist 1607-1865
HISTORY 20803220,This course satisfies LAT Req,"This course introduces students to the history of western culture using the materials from the humanities, including history, art, architecture, literature, drama, philosophy and religion, and music. Course examines the history of western societies from the earliest civilizations up to the Renaissance (approx. 3000 BC to 1500 AD). Class will discover and explore the cultural legacy created by past societies that we embrace as part of western culture and to evaluate the style or cultural essence of the different peoples who have made important contributions to that culture. Students explore historical materials that reflect the human response to physical and social experiences in order to discover what being human involves over time in different places and situations. We also explore the humanities materials to discover how humans have expressed their humanity.",3,History Of West Civilization 1
HISTORY 20803229,This course satisfies LAT Req,"This course will survey the intersection of Vietnamese and American history from 1945 to the present. It will examine the roots of our involvement in Southeast Asia after World War II through the defeat of the French in the 1950’s. It will explore the principal causes and effects of the expanded war in the 1960’s both in Vietnam and in the United States—upon Americans and upon Vietnamese. It will conclude with a section discussing the legacy of the war exploring continuing issues like U.S./Vietnamese relations, Southeast Asian refugees in the U.S. and the effect of the war on veterans.",3,Vietnam/American-1945-Present
HISTORY 20803225,This course satisfies LAT Req,"This course focuses on the emergence of a global society in the twentieth century through a chronological examination of the events and trends, which created a more closely connected world, resulting in a “global society” by the end of the century. The course approaches the history of this century through emphasis on themes of particular significance to the creation of global society. Themes include globalization, the growth of mass culture, technology, ideology/religion, and the varied responses of different cultures to the ideas and events of the century.",3,World In 20th Century
Construction,BRCKMSN 50408501,ABC/Bricklaying/Masonry 2,4,ABC/Bricklaying/Masonry 2
HISTORY 20803234,This course satisfies LAT Req,"Introduction to gender and women's history from the 19th century to the present with a global perspective. Students will be asked to think critically about the power relations that affect the lives of diverse women in the U.S.-diverse in terms of race, class, ability, sexuality and other markers of power-and will be asked to contemplate the positions of diverse women from around the world.",3,Gender and Women's Global History
HISTORY 20803242,This course satisfies LAT Req,"This course chronicles the rise and fall of the Third Reich. To accomplish this, the course will analyze National Socialism's historical roots, investigate Nazism's links with World War 1, chart Nazi Party growth in the 1920s and 1930s, explore the creation of the Nazi state, assess Germany's role in World War II, examine the Holocaust, and consider Nazism's legacy.",3,History Nazi Germany-1933-1945
Construction,BRCKMSN 50408512,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2,Tech Brick Sem 3
HISTORY 20803241,This course satisfies LAT Req,"The course will trace the development of Judaism from early antiquity through the present. Beginning with the origins of Rabbinic Judaism roughly 2000 years ago, the course will describe Judaism in the context of other Near Eastern religions of that era, and it will trace how Judaism has changed and remained consistent around the world.",3,Introduction to Judaism
Construction,BRCKMSN 50408513,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2,Tech Brick Sem 4
Construction,BRCKMSN 50408503,,4,Bricklaying/Masonry 4 - ABC Bricklayer Apprenticeship Program
HISTORY 20803801,This course satisfies LAT Req,"Allows a qualified Honors student to pursue a special concentration of study under the guidance of a faculty member. Requires completion of an Honors Project Contract. Credits 1 – 3. May be taken more than once. Prerequisite:  1) minimum of 12 credits at Madison College, a 3.5 or higher GPA, and a previous or concurrent course with Honors Instructor; or 2) High School GPA of 3.5 or higher, and permission of Honors Instructor.",3,Honors - History
Construction,BRCKMSN 50408511,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2,Tech Brick Sem 2
Construction,BRCKMSN 50408502,,4,Bricklaying/Masonry - ABC Masonry Apprenticeship Program
Construction,BRCKMSN 50408518,This course description is unavailable at this time.  Please contact the center offering the course for more information.,4,Tech Cement Finishing 3
Construction,BRCKMSN 50408519,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2,Tech Cement Finishing Sem 4
Construction,BRCKMSN 50408517,This course description is unavailable at this time.  Please contact the center offering the course for more information.,4,Tech Cement Finishing 2
Construction,BRCKMSN 50408521,,2,Tech Cement Finishing Sem 6
Construction,BRCKMSN 50408516,This course description is unavailable at this time.  Please contact the center offering the course for more information.,4,Tech Cement Finishing 1
Construction,BRCKMSN 50408510,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2,Tech Brick Sem 1
Construction,BRCKMSN 50408514,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2,Tech Brick Sem 5
School of Arts & Sciences,CHEM 10806129,"Chemistry 2 is the continuation of 10-806-127.  Further study of basic chemical principles including chemical kinetics and equilibria, acid/base chemistry, and electrochemistry.  It introduces properties, structures, and reactions of organic compounds. Elementary aspects of biochemistry are considered.",4,Chemistry 2
Construction,BRCKMSN 50408520,,2,Tech Cement Finishing Sem 5
Construction,BRCKMSN 50408515,This course description is unavailable at this time.  Please contact the center offering the course for more information.,2,Tech Brick Sem 6
CHEM 10806134,This course satisfies LAT Req,This course covers the fundamentals of chemistry. Topics include: the metric system; problem solving; periodic relationships; chemical reactions; chemical equilibrium; acids bases and salts; and gas laws.,4,General Chemistry
World Languages,This course satisfies LAT Req,This course builds on the introduction to the fundamental phonetic system and grammar of standard spoken Chinese and written language and Chinese characters provided in Introduction to Mandarin Chinese I. This course will teach modern standardized simplified Chinese characters rather than the more complex traditional characters.  The course will meet for four hours each week for three credits.,3,Intro to Mandarin Chinese 2
School of Arts & Sciences,CHEM 10806186,"This course provides students with skills and knowledge of organic and biological chemistry necessary for application within Nursing and other Allied Health careers. Emphasis is placed in recognizing the structure, physical properties and chemical reactions of organic molecules, body fluids, and acids. Additional emphasis is placed on biological functions and their relationships to enzymes, proteins, lipids, carbohydrates, and DNA.  Prerequisite:  General Chemistry, 10-806-134 with a ""C"" or better or high school chemistry with a ""C"" or better.  PLEASE NOTE:  While the title of this course is Introduction to Biochemistry, it includes very limited biochemistry content and an introduction to organic chemistry, similar to our Chemistry 806-201 course.  If you need a ""true"" biochemistry course for transfer to a school or program, you should check with them before assuming that Introduction to Biochemistry 186 will suffice.  Survey of Biochemistry 265 may be a better choice.",4,Intro to Biochemistry
School of Arts & Sciences,CHEM 10806127,"The first of a two-semester sequence, Chemistry 1 gives the fundamental concepts of inorganic chemistry that includes the topics of measurement, chemical nomenclature, chemical reactions and stoichiometry, atomic structure, thermochemistry, chemical bonding and solution chemistry.  It emphasizes the basic principles and quantitative measurements used on chemistry. It consists of three hours of lecture and one, two-hour laboratory period per week.  This course is not intended for transfer.",4,Chemistry 1
CHEM 20806201,This course satisfies LAT Req,"This course covers a broad range of topics suitable for many allied-health fields. Topics covered during the general chemistry portion of the course include measurement, problem solving, periodic table, chemical reactions, radioactivity, gases, solutions and acid-base behaviors. The organic chemistry portion introduces the structure and chemical behavior of major types of organic molecules. Also introduces the structure and function of major biological molecules such as carbohydrates, lipids and proteins. Although suitable for many programs, this course will generally not substitute for College Chemistry 1 if a program specifically requires that course or its equivalent.",5,"General, Organic & Biological Chemistry"
CHEM 20806200,This course satisfies LAT Req,"This is a course for non-science majors, intending to take only a single semester of chemistry to fulfill the college-level lab science requirement. Emphasis on application of chemical concepts to phenomenon observed in everyday life, technology, and related social issues. Includes discussion of measurement, classifying matter, physical and chemical changes, chemical symbols, writing equations, atomic structure, nuclear changes, periodicity, states of matter, chemical bonding, the mole, solutions, acids and bases, redox reactions, fossil fuels and the history and methodology of chemistry.",5,Chemistry for Non-Science Majors
World Languages,This course satisfies LAT Req,Introduction to Mandarin Chinese. This course will introduce students to the fundamental phonetic system and grammar of standard spoken Chinese and written language including 400 Chinese characters. This course will teach modern standardized simplified Chinese characters rather than the more complex traditional characters.  The course will meet for four hours each week for three credits.,3,Intro to Mandarin Chinese 1
CHEM 20806216,This course satisfies LAT Req,"This course is meant to serve as a review of foundational general chemistry to help comprehension of chemical topics encountered in biotechnology. As such it includes topics in organic chemistry and intermolecular interactions, kinetics, chemical equilibrium, including acid/base and buffer equilibrium, and basic thermodynamics.",3,Chemistry for Biotechnology
CHEM 20806212,This course satisfies LAT Req,"College Chemistry 2 is a continuation of 20-806-209. This course covers the principles and applications of organic chemistry, reaction kinetics, equilibrium, thermodynamics, electrochemistry, coordination compounds, nuclear chemistry and environmental chemistry.  Lab activities explore traditional analytical chemistry techniques, making extensive use of computer-assisted data analysis.  This course involves rigorous quantitative problem solving, and a solid mathematics background is recommended.",5,College Chemistry 2
CHEM 20806209,This course satisfies LAT Req,"The first semester of a two-semester sequence in college chemistry that includes the topics of measurement, chemical nomenclature, chemical reactions and stoichiometry, atomic structure, gas laws, thermochemistry, chemical bonding and solution chemistry. This course is for students who need one or two semesters of what is typically considered freshman college chemistry. Laboratory work assists in understanding chemical concepts and developing problem-solving skills. Students may complete the year of general college chemistry with 20-806-212.",5,College Chemistry 1
CHEM 20806266,This course satisfies LAT Req,"This course covers traditional material taught in Organic Chemistry, as well as basic organic laboratory techniques, including correct documentation of work in a laboratory notebook, thin layer chromatography, distillation, recrystallization and separations.  It will also include various characterization techniques, including IR, gas chromatography, melting point determination, and refractometry.  Lastly, it will cover many of the organic transformations and mechanisms covered in most basic organic chemistry lecture courses, including: substitution and elimination reactions, esterification, and a multi-step extractions.  This course will also include a presentation component.",2,Organic Chemistry 1 Lab
CHEM 20806257,This course satisfies LAT Req,"Continuation of Organic Chemistry 1. Includes the theory and interpretation of NMR and UV-VIS spectrophotometry; the nomenclature, mechanisms, reactions and properties of the following classes of compounds alkadienes, aromatic, aldehydes, ketones, enols/enolates, carboxylic acids, carboxylic acid derivatives, amines, aryl halides, and phenols.  Includes multiple-strip syntheses involving all organic classes of molecules.  This course completes the lecture portion of 1-year long sequence of basic organic chemistry curriculum.?",4,Organic Chemistry 2 Lecture
CHEM 20806256,This course satisfies LAT Req,"The first semester of a two-semester organic chemistry sequence. Includes the electronic structure and bonding of atoms and molecules; the nomenclature, mechanisms, reactions and properties of the following classes of compounds - alkanes, alkenes, alkynes, alkyl halides, alcohols, ethers, thiols, and sulfides; instrumental (IR, NMR) methods of analysis and their interpretation. Includes a three hour per week laboratory component as well as four hours per week lecture/discussion.CrLfCrLfThe first semester of a two semester organic chemistry sequence. Includes the electronic structure and bonding of atoms and molecules; stereochemistry; acids and bases; oxidation and reduction; the nomenclature, reactions, and properties of the following classes of compounds - alkanes, alkenes, alkynes, alkyl halides, alcohols, ethers, and epoxides. Includes the theory and interpretation of IR spectrophotometry and mass spectrometry.",4,Organic Chemistry 1 Lecture
CHEM 20806267,This course satisfies LAT Req,"This course covers traditional material taught in Organic Chemistry, as well as basic organic laboratory techniques, including correct documentation of work in a laboratory notebook, thin layer chromatography, distillation, recrystallization and separations.  It will also include various characterization techniques, including NMR, IR, gas chromatography, melting point determination, and refractometry.  Lastly, it will cover many of the organic transformations and mechanisms covered in most basic organic chemistry lecture courses, including polymerizationn, Diels-Alder, Aldol, Grignard syntheses, green chemistry, unknown characterization with multiple techniques and  multi-step synthesis.  This course will also include written and oral presentation components.",2,Organic Chemistry 2 Lab
Learner Development,COLLSUCC 10890100,"This course provides entering students with techniques, resources and information necessary to enhance their success in college. Students will clarify why they are in college and identify work habits, explore life goals and values and develop networks among students, faculty and staff that will support their college success. The course also provides information about college procedures, resources and services that relate to student success.",3,College Success for Technical Programs
CHEM 20806802,This course satisfies LAT Req,"Allows a qualified Honors student to pursue a special concentration of study under the guidance of a faculty member. Requires completion of an Honors Project Contract. Credits 1 – 3. May be taken more than once. Prerequisite:  1) minimum of 12 credits at Madison College, a 3.5 or higher GPA, and a previous or concurrent course with Honors Instructor; or 2) High School GPA of 3.5 or higher, and permission of Honors Instructor.",3,Honors - Chemistry
Learner Development,COLLSUCC 10890104,"Explore tools and develop strategies to achieve short- and long-term happiness goals. The class will include an examination of research-based skills and exercises and effective techniques to increase gratitude, develop optimism and improve well-being. Explore how to foster positivity in your own life, while being mindful about the power of the present.",3,"Studies in Gratitude, Optimism and Well-Being"
Learner Development,COLLSUCC 10890103,"This course provides learners with strategies to develop skills for success in college and in life. Learners will practice study skills, apply self-management techniques including stress and financial management, document self-motivation, and improve interpersonal communication to promote success in their program of study and the work place. This course is usually paired with a specific program and may include added content focused on program student needs.",3,College Success and Study Skills 3cr
Learner Development,COLLSUCC 10890123,"This course provides a challenging adventure in learning and self-discovery to help learners prepare for college and/or career. The learner will develop self-awareness, build relationships and be empowered to make effective choices in college and career decisions. A wide variety of skills will be applied to promote success in high school and readiness for college/career.",3,College & Career Readiness
Learner Development,COLLSUCC 10890123,"This course provides a challenging adventure in learning and self-discovery to help learners prepare for college and/or career. The learner will develop self-awareness, build relationships and be empowered to make effective choices in college and career decisions. A wide variety of skills will be applied to promote success in high school and readiness for college/career.",3,College & Career Readiness
Learner Development,COLLSUCC 20890201,"This course provides learners with strategies to develop skills for success in college.  There is a strong focus on academic skills which include test taking, note taking, reading along with other topics. Learners will apply self management techniques, explore resource management strategies, and practice study skills.",1,Study Skills
Learner Development,COLLSUCC 10890102,"This course provides learners with strategies to develop skills for success in college and in life. Learners will practice study skills, apply self-management strategies, develop self-motivation and learn ways to improve interpersonal effectiveness to promote success in their program and the work place. This course is usually paired with a specific program and may include added content focused on program student needs.",2,College Success and Study Skills 2cr
School of Arts & Sciences,CHEM 20806218,"This course would fulfill the laboratory portion of the two-semester organic chemistry course offered at UW-Madison and other major universities. Topics covered will include basic organic laboratory techniques, including correct documentation of work in a laboratory notebook, thin layer chromatography, distillation, recrystallization, microscale reactions, and separations. It will also include various characterization techniques, including NMR, IR, gas chromatography, melting point determination, and refractometry. Lastly, it will cover many of the basic organic transformations covered in most basic organic chemistry lecture courses, including:  substitution and elimination reactions, esterification, and a multi-step synthesis. This course will also include a presentation component.",3,Organic Chemistry Laboratory
Learner Development,COLLSUCC 20890220,"The New Student Seminar provides new students with an overview of life within a two-year technical and community college. Students are introduced to the history of Madison Area Technical College, academic and student support services offered by the college, college and instructor expectations, the college-wide and program outcomes of their education, the computer software used by the college, and the ways in which people learn.  The instructor of the course serves as the students' mentor and will assist them in navigating their first semester as college students.",1,New Student Seminar
COLLSUCC 20890200,This course satisfies LAT Req,"This course provides learners with strategies to develop skills for success in college. Learners will work on academic skills such as test taking, note taking, reading etc. And, learners will work on other success strategies such as motivation, goal setting, interdependence, and self-awareness. Learners will apply self-management techniques, explore resource management strategies, practice study skills, and learn about ways to improve personal effectiveness.",3,College Success
Learner Development,COLLSUCC 10890101,"This course provides learners with strategies to develop skills for success in college and in life. Learners will practice study skills, and learn ways to improve decision-making to promote success in college and the work place. This course is usually paired with a specific program and may include added content focused on program student needs.",1,College Success and Study Skills 1cr
Learner Development,COLLSUCC 20890211,"This course will provide learners opportunity to develop skills in access of online resources, netiquette, online communications, online study skills and use of Blackboard. The course will address specific challenges encountered by learners in the online environment. Learners will focus on strategies for test taking, note taking, time management, maintaining motivation in the online environment, and emotional intelligence.",1,Study Skills for Online Learners
Applied Engineering Tech,CIVILET 10607133,"Stresses estimating for general civil engineering work. Covers the preparation of detailed estimates as prepared by contractors for bidding purposes, the general estimate as prepared by engineers, and approximate estimates. Areas covered: highways, water and sewer lines, bridges, culverts, streets and general construction grading. Prerequisite: 10-607-177, fourth-semester standing or consent of instructor.",3,Estimating
Learner Development,COLLSUCC 10890102,"This course provides learners with strategies to develop skills for success in college and in life. Learners will practice study skills, apply self-management strategies, develop self-motivation and learn ways to improve interpersonal effectiveness to promote success in their program and the work place. This course is usually paired with a specific program and may include added content focused on program student needs.",2,College Success and Study Skills 2cr
Applied Engineering Tech,CIVILET 10607147,"Emphasis on development of graphical communication. Begins with basic manual drafting skills including line work, lettering, drafting tools use and free hand sketching of construction details. Transition in the last half of the semester to a CAD-based environment stressing geometric construction principles and simple engineering drawings.",3,Civil Drawing 1
Applied Engineering Tech,CIVILET 10607140,,3,Strength Of Materials
Applied Engineering Tech,CIVILET 10607120,An introductory engineering course that familiarizes students with the civil engineering and construction processes from project concept to completion. Provides new students opportunity to develop and improve their problem-solving skills and prepare for subsequent technical courses.,2,Methods In Civil Engineering
Applied Engineering Tech,CIVILET 10607155,"Basic measurement concepts, procedures, errors and computations underlying the technical aspects of surveying. Students use modern instrumentation to perform elevation, distance, and angular measurements. Coordinate geometry is introduced as a computational tool. Computations are done both manually and on computer using commercial software.",3,Survey 1
Applied Engineering Tech,CIVILET 10607156,"Principles, computations and field methods, from design to stakeout, involved in three-dimensional curvilinear survey applications. AASHTO and WisDOT vertical and horizontal alignment standards; geometric and volumetric calculations. Field work reflecting different construction surveys are performed utilizing modern instrumentation. Prerequisite: 10-607-155. Corequisites: 10-607-147 and ",3,Survey 2
COLLSUCC 20890202,This course satisfies LAT Req,"This course provides learners with strategies to develop skills necessary to make satisfying career development decisions. Learners will have an opportunity to participate in self-awareness activities and standardized assessments that focus on the areas of personality, interests, skills, and values.  In addition, this course will explore researching career paths, market research, planning, goal setting and decision making.  Students will leave with a better understanding of themselves, career paths, and our current job market.",1,Career Development
Applied Engineering Tech,CIVILET 10607158,"Advanced concepts and procedures building on knowledge and skills attained in previous surveying classes. Concepts include geodetic applications, spatial reference systems, equipment adjustment, digital data collection and photogrammetry. Fieldwork includes total station calibration, control leveling, control network establishment and digital topographic data collection. Prerequisites: 10-607-156 and 10-607-147.",3,Survey 3
Applied Engineering Tech,CIVILET 10607161,"Project-driven course through which civil engineering technicians gain firsthand experience with design by developing plans, specifications and reports for a ""real-world"" project while working in a team environment. Students present written and oral reports to reinforce technical communication skills. Prerequisites: 10-607-148 and 10-607-158. Corequisites: 10-607-133 and 10-607-182.",3,Project - Civil Engineering Technology Program
Applied Engineering Tech,CIVILET 10607168,"Covers legal principles relating to the creation of property boundaries. Examines rights and how they can be transferred whole or part, intentionally or not. Identifies specific Wisconsin statutes and administrative code requirements regarding boundary creation and measurement criteria. Writing descriptions minimizing ambiguities and potential common law interpretation.  Prerequisite:  10-607-156 Survey 2.",3,Land Surveying 1
Applied Engineering Tech,CIVILET 10607171,"Introduction to the design, specification and detailing of steel and reinforced concrete in typical civil engineering projects. Emphasis on infrastructural applications. Prerequisite: 10-607-160",2,Construction Materials -Civil Engineering Technician Program
Applied Engineering Tech,CIVILET 10607172,"Introduces principles involved in the design of storm sewer systems, culverts, and detention/retention basins.  Covers the basic concepts of hydraulics and hydrology.  Pre-requisite:  Third semester standing.",2,Stormwater Management
Applied Engineering Tech,CIVILET 10607148,"Applications-oriented class with CAD emphasis. More complex drawing projects including mapping, roadway design elements and structural detail applications. Drawing organization and standards, data conversion and sharing, third-party add-ins. Prerequisites: 10-607-147 and 10-607-156.",2,Civil Drawing 2
Applied Engineering Tech,CIVILET 10607149,"Introduces the fundamental principles of aggregates, Portland cement concrete and bituminous concrete. Emphasizes standards-based sampling and testing in laboratory and field environments. Tests are performed according to standards set by the American Society for Testing and Materials (ASTM) and American Association of State Highway and Transportation Officials (AASHTO). Students communicate results in written reports. Prerequisites: 10-804-114, and 10-103-137.",2,Aggregates And Concrete
Applied Engineering Tech,CIVILET 10607125,"This course introduces computer aided drafting (CAD) and will utilize software related to civil engineering design. This course will focus on: basic drawing techniques, creating and editing objects and text, proper utilization of layers, and creating blocks and templates.",2,Intro To CAD for Civil Engineering
Applied Engineering Tech,CIVILET 10607124,,1,Civ Eng Indust Computer Appl
Applied Engineering Tech,CIVILET 10607174,"Basic terminology, operation, and use of survey-grade GPS technology. Class emphasis on static GPS. Students design, run, and adjust a control project using survey-grade equipment and commercial software. Prerequisite: 10-607-158 or equivalent, and instructor's consent.",1,Intro Global Position System
Applied Engineering Tech,CIVILET 10607176,"Basic concepts of hydraulics and hydrology, water resources, distribution systems and sewerage collection systems as applied to site development. Prerequisites: 10-607-149",2,Site Hydraulics
