Graduate/professional standing,ENVIR ST 978,"
Tools modules for Environmental Conservation graduate students. Modules will provide training in specific tools and methods related to environmental conservation. Topics may include GIS, conservation finance, conservation governance  institutions, biodiversity monitoring, and science communication  environmental mediating. Enroll Info: Students must be accepted into the Environmental Conservation professional master's program
",1,ENVIRONMENTAL CONSERVATION TOOLS MODULES
Graduate/professional standing,ENVIR ST 979,"
This course provides an online environment for the development and practice of the skills needed to be an environmental conservation professional and leader. It will help students analyze options and make good professional conservation judgments in complex and uncertain environmental, political, and economic settings. It will also give students the tools needed to assess and revise those judgments. The course will include exercises on the politics of environmental decisions, internal and external communication strategies, and program development and assessment strategies. The course builds on earlier classes' discussions of online communication and presentation skills. Enroll Info: Enrolled in Environmental Conservation professional master's program and ENVIR ST 975
",3,ENVIRONMENTAL CONSERVATION PROFESSIONAL PRACTICE
Graduate/professional standing,ENVIR ST/​ATM OCN/​BOTANY/​F&W ECOL/​GEOG/​GEOSCI/​ZOOLOGY  980,"
Topics in earth system science. Emphasis on the coupling between atmospheric, oceanic and land surface systems, involving physical geochemical and biological processes, and including interactions with human systems. Enroll Info: None
",1,EARTH SYSTEM SCIENCE SEMINAR
Consent of instructor,ENVIR ST 990,"
Enroll Info: None
",1-12,RESEARCH
Graduate/professional standing,ENVIR ST 993,"
A course to assist students undertaking interdisciplinary research. Preparation of a proposal or manuscript to professional standards. A review of other topics relevant to interdisciplinary work. Formal presentation of a research plan or other product to peers for review and evaluation. Enroll Info: Land resources major. Authorization may be required
",2,APPROACHES TO INTERDISCIPLINARY ENVIRONMENTAL RESEARCH
Consent of instructor,ENVIR ST 999,"
Enroll Info: None
",1-3,ADVANCED INDEPENDENT STUDY
None,FOLKLORE 100,"
Surveys folklore in the United States and around the world, with a comparative emphasis on ways in which individuals and groups use beliefs, songs, stories, sayings, dances, festivals, and artifacts to address issues of identity, authenticity, and authority, in complex societies. Enroll Info: None
",3,INTRODUCTION TO FOLKLORE
None,FOLKLORE/​AFROAMER/​AMER IND/​ASIAN AM/​CHICLA  102,"
Introduction to comparative ethnic studies, examining race, ethnicity, and indigeneity within the United States. Includes perspectives from African American, American Indian, Asian American, and Chican@ and Latin@ studies. Enroll Info: None
",3,INTRODUCTION TO COMPARATIVE US ETHNIC AND AMERICAN INDIAN STUDIES
None,FOLKLORE/​MUSIC  103,"
An introductory ethnomusicology course providing a variety of ways to approach musics typically not covered in music history courses. Active engagement with these musics within their larger world contexts. Enroll Info: None
",3,INTRODUCTION TO MUSIC CULTURES OF THE WORLD
None,FOLKLORE/​AFRICAN  210,"
The oral tradition and the written word; the composition of stories, relationship between performer and audience, and transmission of tradition in various African societies. Enroll Info: None
",3,THE AFRICAN STORYTELLER
None,FOLKLORE/​ANTHRO/​INTL ST/​LINGUIS  211,"
A series of modules, each showcasing one language and its culture. Each module tackles a major issue about language, such as extinction and revival, language and nationhood, how widely and deeply languages differ, language and worldview, writing systems and literacy, language discrimination and inequality. Enroll Info: None
",4,GLOBAL LANGUAGE ISSUES
None,FOLKLORE 220,"
Types of heroes, social functions, and tellers; tales from four cultures. Enroll Info: None
",3,THE FOLK TALE
None,FOLKLORE 230,"
Folklore of ethnic, regional, religious, and occupational cultures, emphasizing how diverse peoples (African Americans, American Indians, Appalachians, Chicanos, Germans, Irish, Jews, Mormons, miners, service workers, etc.) use traditional festivals, artifacts, songs and stories to express their experiences within American life. Enroll Info: None
",3,INTRODUCTION TO AMERICAN FOLKLORE
None,FOLKLORE/​AFRICAN  270,"
Two major characters in African oral tradition as treated in narrative, epic and heroic poetry. Enroll Info: None
",3,THE HERO AND TRICKSTER IN AFRICAN ORAL TRADITIONS
None,FOLKLORE 320,"
Introduction to folk cultural groups and folklore forms of Wisconsin. Enroll Info: Jr st or cons inst
",3,FOLKLORE OF WISCONSIN
None,FOLKLORE/​DANCE/​THEATRE  321,"
Technique and practice of classical Javanese dance in its musical, historical and cultural contexts. Enroll Info: Junior standing or consent of instructor
",2,JAVANESE PERFORMANCE
None,FOLKLORE/​LITTRANS/​MEDIEVAL/​RELIG ST  342,"
Enroll Info: Jr st or cons inst
",3-4,IN TRANSLATION: MYTHOLOGY OF SCANDINAVIA
"Introductory Cultural Course required: ANTHRO 100, 104, or 204",FOLKLORE/​ANTHRO  344,"
Folklore as cultural process. Reviews interdisciplinary history of theories and methods, examining folklore in terms of genres, performance, cultural construction of gendered identities, sociology of knowledge, domination and resistance. Involves field collections. Enrollment limited to 25. Enroll Info: None
",3,ANTHROPOLOGICAL APPROACHES TO FOLKLORE
None,FOLKLORE/​LITTRANS/​MEDIEVAL  345,"
Enroll Info: Jr st or cons inst
",3-4,IN TRANSLATION: THE SCANDINAVIAN TALE AND BALLAD
None,FOLKLORE/​LITTRANS/​MEDIEVAL  346,"
Enroll Info: Jr st or cons inst
",3-4,IN TRANSLATION: THE ICELANDIC SAGAS
None,FOLKLORE/​LITTRANS  347,"
Enroll Info: Jr st or cons inst
",3-4,IN TRANSLATION: KALEVALA AND FINNISH FOLK-LORE
None,FOLKLORE/​RELIG ST  352,"
Survey of shamanism as a religious tradition and sociocultural force in Siberian, Asian, and Native American societies. Exploration of shamanic rituals, roles, cosmology. Cultural and political uses of shamanism in traditional and modern contexts. Enroll Info: None
",3,SHAMANISM
None,FOLKLORE/​RELIG ST  359,"
The relationship between myth and tale, history, culture. Myth research; methodological approaches; world mythologies; myth and modern times. Enroll Info: So st
",3,MYTH
Consent of instructor,FOLKLORE 399,"
Directed study on a folklore topic for undergraduates. Enroll Info: None
",1-3,DIRECTED STUDY IN FOLKLORE FOR UNDERGRADUATES
MUSIC 212,FOLKLORE/​MUSIC  401,"
Survey of selected musical cultures in Southeast Asia, Africa, East Asia, the Middle East, and the folk music of Europe and the Americas. Classification of musical instruments, theoretical systems, scale structures, role of music in society, relationship of music to other arts in their cultures. Enroll Info: None
",3,MUSICAL CULTURES OF THE WORLD
MUSIC 212,FOLKLORE/​MUSIC  402,"
Explores the performance, transmission, and consumption of traditional and popular musics outside of the standard Euro-American context. Employs musical-analytic and critical approaches to trace transnational musical circulation. Enroll Info: None
",3,MUSICAL CULTURES OF THE WORLD
MUSIC 212,FOLKLORE/​MUSIC  404,"
Considers major musical traditions of Southeast Asia in relation to historical and contemporary contexts, emphasizing religion and politics. Covers indigenous music theories, instrumental and vocal practices, cross-cultural interactions, broadcast and recording media representations, and role of music in religious and political dynamics. Enroll Info: None
",3,"MUSIC OF S.E. ASIA: TRADITION, INNOVATION, POLITICS, AND RELIGION"
None,FOLKLORE/​DANCE/​THEATRE  421,"
Introduction to Javanese theatre performance in a Javanese epic tradition. Includes use of Javanese gamelan music as accompaniment for dance drama. Enroll Info: None
",2,JAVANESE PERFORMANCE REPERTORY
Junior standing,FOLKLORE/​GEN&WS  428,"
Examines the relationship between dominant images of women and men and their self-images, as they emerge in expressive culture in various societies. Enroll Info: None
",3,GENDER AND EXPRESSIVE CULTURE
None,FOLKLORE 430,"
Topics in American Folklore-Ethnic Studies. Topics in historical or contemporary folklore and folklife pertaining to persistently marginalized racial or ethnic groups in the United States. Enroll Info: None
",3-6,TOPICS IN AMERICAN FOLKLORE: ETHNIC STUDIES
"Junior standing and ANTHRO/​AMER IND  314, FOLKLORE/​ANTHRO  344, FOLKLORE 100, FOLKLORE 230, or FOLKLORE 320",FOLKLORE/​AMER IND/​ANTHRO  431,"
An introduction to the genres of American Indian Folklore. Special attention is given to creation stories, trickster tales, and the relationship between folklore and historical memory. Enroll Info: None
",3,AMERICAN INDIAN FOLKLORE
None,FOLKLORE/​AMER IND/​ANTHRO/​GEN&WS  437,"
Examines and interprets the roles of American Indian women in traditional societies, and in contemporary North America. Enroll Info: 1 crse in Amer Ind St, ANTHRO/​AMER IND  314 or GENWS 223, 101, or 102
",3,AMERICAN INDIAN WOMEN
None,FOLKLORE 439,"
Explores artistic, social, sensory, and spiritual expressions through food that convey personal, group, and place-based identities, ethnicity, gender, and class in work and play. Reviews range of food writing and scholarly perspectives including culinary historical, structural-functional, and performance. Requires fieldwork. Enroll Info: Jr, Sr, or Grad st, or prior coursework in folklore. Cons inst for motivated Fr  So stdts
",3,FOODWAYS
None,FOLKLORE/​SCAND ST  440,"
Examines the verbal, musical, customary, and material folklore of Scandinavian Americans, with emphasis on the upper Midwest. Requires field and archival research. Enroll Info: Jr st
",3,SCANDINAVIAN AMERICAN FOLKLORE
None,FOLKLORE/​SCAND ST  443,"
Interdisciplinary study of Sami (Lapp) people of Scandinavia past and present. Indigenous modes of expression and worldview, contemporary cultural and political activism. Extensive discussion of connections to Native American and Inuit experiences; rise of U.S. and other indigenous peoples' movements. Enroll Info: Jr st or cons inst
",4,"SAMI CULTURE, YESTERDAY AND TODAY"
Junior standing,FOLKLORE/​SLAVIC  444,"
Oral traditional literature of Eastern Europe: ritual and lyric poetry, epic, and folktale. Enroll Info: None
",3,SLAVIC AND EAST EUROPEAN FOLKLORE
None,FOLKLORE/​MEDIEVAL/​SCAND ST  446,"
Examination of shared traditions and historical connections between the North and Northwest of Europe. Readings of medieval and pre-modern Scandinavian, Scottish, Welsh and Irish sagas, histories, talkes. Discussion of the role of folklore in modern Celtic and Scandinavian societies. Enroll Info: So st or above required, or cons inst
",3,CELTIC-SCANDINAVIAN CULTURAL INTERRELATIONS
None,FOLKLORE 451,"
Explores evidence of belief in the supernatural in the modern world as it appears in the context of folk religion, folk medicine, legends, folk drama, ritual and custom, and media accounts and presentations. Surveys scholarly approaches to the topic. Enroll Info: Jr st or cons inst
",3,THE SUPERNATURAL IN THE MODERN WORLD
None,FOLKLORE 460,"
Oral nature, structure, performance traditions, and epic ideology, from various world areas. Enroll Info: Jr st or cons inst
",3,FOLK EPICS
None,FOLKLORE/​GEN&WS  467,"
How popular culture and folklore have been used by women as rhetorical tools that promote deliberation and debate, broaden political engagement, and advance particular social identities. Global content, with examples from around the world. Enroll Info: A Gender and Women's Studies course, or a Folklore course or Sophomore standing
",3,WOMEN AND POLITICS IN POPULAR CULTURE AND FOLKLORE
None,FOLKLORE/​GEN&WS  468,"
Explores feminism, folklore and comparative literature from a variety of perspectives drawing from scholarship in feminist philosophy, folklore, anthropology, critical cultural studies, and postcolonial theory. Enroll Info: 3 credits of GenWS, or 3 Credits of Folklore, or consent of instructor
",3,"FEMINISM, FOLKLORE AND COMPARATIVE LITERATURE"
None,FOLKLORE/​AFRICAN  471,"
Analyses and comparisons of African oral narrative-performances and African written literatures. Enroll Info: AFRICAN/​FOLKLORE  210, 402, or cons inst
",3-4,ORAL TRADITIONS AND THE WRITTEN WORD
None,FOLKLORE/​L IS  490,"
Combines a fieldwork practicum with scrutiny of the cultural, political, and ethical dimensions underlying the documentation and public presentation of folklore through festivals, exhibitions, publications, and audio-visual productions. Enroll Info: None
",3,FIELD METHODS AND THE PUBLIC PRESENTATION OF FOLKLORE
Junior standing or higher and FOLKLORE/​L IS  490 required,FOLKLORE 491,"
Offers professional experiences to qualified students who work as interns with a public agency or a private non-profit organization involved in public folklore projects. Enroll Info: None
",1-3,PRACTICUM IN PUBLIC FOLKLORE
None,FOLKLORE 510,"
Symbolical, psychoanalytic, Marxian, structuralist and performance theory models for analyzing expressive culture. Topics include play, ritual, festival, food, customs, class and the symbolism, structure and politics of narrative. Enroll Info: Crse in anthro or folklore or cons inst
",3,FOLKLORE THEORY
Graduate/professional standing,FOLKLORE/​MUSIC  515,"
Introduction to ethnomusicology, including historical survey of major works in the field, classification of musical instruments, measurement of tuning systems and concepts of scale, mode and rhythm in non-Western music. Enroll Info: None
",3,PROSEMINAR IN ETHNOMUSICOLOGY
None,FOLKLORE 517,"
Study of the Irish literary tradition from the Middle Ages to the present day, with an emphasis on folk culture and its influence. Enroll Info: Sophomore standing
",3,THE IRISH TRADITION
None,FOLKLORE 518,"
Study of the Scottish literary tradition from the Middle Ages to the present day, with an emphasis on folk culture and its influence. Enroll Info: Sophomore standing
",3,THE SCOTTISH TRADITION
None,FOLKLORE/​ANTHRO  520,"
Representation and self-representation of ethnic cultures in Wisconsin. For example: museums, mass media, ethnic theater. Involves field work and/or archival research. Enroll Info: ANTHRO 300 or Folklore 200 or cons inst
",4,ETHNIC REPRESENTATIONS IN WISCONSIN
Junior standing,FOLKLORE/​COM ARTS  522,"
Teaches the use of digital recording technologies, archiving, and analysis of everyday communication and culture. Surveys scholarly approaches to everyday expressive communication. Enroll Info: None
",3,DIGITALLY DOCUMENTING EVERYDAY COMMUNICATION
None,FOLKLORE 530,"
The topic will vary with the instructor; may be repeated with different content. Enroll Info: Jr st or cons inst
",1-3,TOPICS IN FOLKLORE
Graduate/professional standing,FOLKLORE/​MUSIC  535,"
An ethnographic, historical examination of immigrant and indigenous ""roots"" musical genres (blues, hillbilly, powwow, polka, conjunto, etc.) in relation to technological, commercial, artistic, and socio-political forces in American life. Enroll Info: None
",3,AMERICAN FOLK AND VERNACULAR MUSIC
Graduate/professional standing,FOLKLORE/​ANTHRO/​MUSIC/​THEATRE  539,"
Survey of interdisciplinary literature on social/performative folklore aesthetics and environments by in-depth study of three festivals and ceremonies. Required field trips. Enroll Info: None
",3,THE FOLKLORE OF FESTIVALS AND CELEBRATIONS
Junior standing,FOLKLORE 540,"
Addresses different aspects of community life and culture in the Upper Midwest; topics include ethnic groups, religious life, cultural landscapes, oral narrative, music, and material culture. Enroll Info: None
",3,LOCAL CULTURE AND IDENTITY IN THE UPPER MIDWEST
None,FOLKLORE 560,"
Explores traditional forms and performances as they emerge in contemporary communication technologies. Surveys scholarly approaches to the topic. Enroll Info: Jr st or cons inst
",3,FOLKLORE IN A DIGITAL AGE
None,FOLKLORE 630,"
Focuses on American folk and popular culture as it relates to expressive behavior using the work of folklorists, anthropologists, historians and literary scholars. Enroll Info: A lower level crse in folklore or anthro or cons inst
",3,SEMINAR ON AMERICAN FOLKLORE
None,FOLKLORE/​ANTHRO  639,"
A review of key methodological and theoretical approaches for studying festivals, in situ observation of summer festivals and small town folk and ethnic museums, and supervised writing and photographic assignments. Enroll Info: None
",6-8,FIELD SCHOOL: ETHNOGRAPHY OF WISCONSIN FESTIVALS
DS 430,FOLKLORE/​DS  640,"
Ethnographic survey of non-western textiles; technological, aesthetic, functional, and historical aspects. Geographical area varies: African, East Asian, Southeast Asian, Ibero-American or Native American textiles. Enroll Info: None
",3,TOPICS IN ETHNOGRAPHIC TEXTILES
Junior standing,FOLKLORE/​DS  655,"
Variations in form, function and meaning of dress in diverse social and cultural contexts; dress as an art form. Enroll Info: None
",3,COMPARATIVE WORLD DRESS
Consent of instructor,FOLKLORE 699,"
Independent study in an area related to folklore for graduate students. Enroll Info: None
",1-3,INDEPENDENT STUDY IN FOLKLORE (GRADUATE)
Graduate/professional standing,FOLKLORE/​MUSIC  915,"
Topics in ethnomusicology within a cross-cultural framework; melodic typology, scale and tuning systems, mode, rhythm, ornamentation, improvisation techniques, oral and written traditions of composition, notation systems, and function of music society. Enroll Info: None
",3,SEMINAR IN ETHNOMUSICOLOGY
Graduate/professional standing,FOLKLORE 970,"
Thorough study of significant folklore topics. Content will vary with each offering. Enroll Info: None
",3,SEMINAR IN FOLKLORE
None,FOOD SCI 1,"
Full-time off-campus work experience which combines classroom theory with practical knowledge of operations to provide students with a background upon which to base a professional career. Students receive credit only for the term in which they are actively enrolled and working. The same work experience may not count towards credit in FOOD SCI 399. Enroll Info: So st, and consent of supervising instructor and academic advisor.
",1,COOPERATIVE EDUCATION/CO-OP IN FOOD SCIENCE
None,FOOD SCI 120,"
Lecture. Relationship between food, additives, processing and health. How foods are processed. Current food controversies. Enroll Info: None
",3,SCIENCE OF FOOD
None,FOOD SCI 201,"
Introduction to the food industry for incoming (freshmen and transfers) Food Science majors. Provides a brief introduction to the different areas of study and career opportunities within the food industry. Enroll Info: Fr or So st or cons inst
",1,DISCOVERING FOOD SCIENCE
Consent of instructor,FOOD SCI 289,"
Enroll Info: Enrolled in the CALS Honors Program  Sophomore or Junior standing. INTER-AG 288
",1-2,HONORS INDEPENDENT STUDY
Consent of instructor,FOOD SCI 299,"
Enroll Info: Open to Freshmen, Sophomore or Junior standing  written consent of instructor
",1-3,INDEPENDENT STUDY
"Must have a declared major in Food Science or Nutritional Sciences or Dietetics ADI degree program only or Biological Systems Engineering; and algebra, 1 semester general chemistry and 1 semester biology or con reg",FOOD SCI 301,"
Introduction to the science and the technology of food manufacture. Course covers the basic chemical, physical and microbiological properties of food and manipulation of these properties in the manufacture of food products. Enroll Info: Declared major in Food Science, Nutritional Sciences (Dietetics, International Agriculture and Natural Resources) or Biological Systems Engineering; and algebra, 1 semester of general chemistry, and 1 semester biology, or concurrent registration, or consent of instructor
",3,INTRODUCTION TO THE SCIENCE AND TECHNOLOGY OF FOOD
"Zoo 101&amp;102, or Zoo 151&amp;152, CHEM 103",FOOD SCI/​AN SCI  305,"
Application of biological, technological, and economical principles to muscle and related tissue utilized for food. Enroll Info: None
",4,INTRODUCTION TO MEAT SCIENCE AND TECHNOLOGY
None,FOOD SCI/​AN SCI  321,"
Food laws and regulations, regulatory and commerical grading standards used in the food industry. Enroll Info: Jr st or cons inst
",1,FOOD LAWS AND REGULATIONS
(MICROBIO 102 or MICROBIO 304) and FOOD SCI/​MICROBIO  325 or concurrent enrollment,FOOD SCI/​MICROBIO  324,"
Lab exercises dealing with food preservation, spoilage, and food poisoning. Isolation, identification and quantification of specific microbes occurring in foods, and food fermentations by bacteria and yeast. Enroll Info: None
",2,FOOD MICROBIOLOGY LABORATORY
"MICROBIO 101, MICROBIO 303, or M M &amp; I 301",FOOD SCI/​MICROBIO  325,"
Principles of food preservation, epidemiology of foodborne illness, agents of foodborne illness, food fermentations and biotechnology. Enroll Info: None
",3,FOOD MICROBIOLOGY
None,FOOD SCI 375,"
Subjects of current interest to undergraduates. Enroll Info: None
",1-3,SPECIAL TOPICS
Consent of instructor,FOOD SCI 399,"
Enroll Info: So or Jr or Sr st  cons supervising inst, advisor  internship coordinator
",1-8,COORDINATIVE INTERNSHIP/COOPERATIVE EDUCATION
None,FOOD SCI 400,"
Provides an area equivalency for courses taken on Madison Study Abroad Programs that do not equate to existing UW courses. Enroll Info: Current enrollment in a UW-Madison study abroad program
",1-6,STUDY ABROAD IN FOOD SCIENCE
None,FOOD SCI 410,"
Nature and chemical behavior of food constituents including proteins, lipids, carbohydrates, water, and enzymes. Enroll Info: FOOD SCI 301 (BC or better);  CHEM 343  concurrent registration in BIOCHEM 501 or consent of instructor or ABE or PAE degree classification  CHEM 343
",3,FOOD CHEMISTRY
None,FOOD SCI 412,"
Lecture and lab. Application of quantitative techniques to the determination of composition and quality of food products. Enroll Info: STAT 301 or 371 (or equivalent)  FOOD SCI 410, or consent of instructor
",4,FOOD ANALYSIS
"MICROBIO/​FOOD SCI  325, FOOD SCI 410 and 440; or declared in Biological Systems Engineering and MICROBIO/​FOOD SCI  325 and FOOD SCI 410",FOOD SCI 432,"
Fundamentals of food preservation methods: post-harvest, thermal processing, refrigeration and freezing, control of water activity, chemical preservation, nonthermal methods and control of food packaging. Enroll Info: None
",3,PRINCIPLES OF FOOD PRESERVATION
None,FOOD SCI 437,"
Principles and methods of technical operations in quantity foodservice systems; menu planning, purchasing, production, service and cost control. Enroll Info: Students in the dietetics program be ADI approved as a new prerequisite for this course and have taken Food Science 301
",3,FOOD SERVICE OPERATIONS
None,FOOD SCI 438,"
Procurement and production methods used to control costs in foodservice operations; field trips. Enroll Info: Con reg FOOD SCI 437
",1,FOOD SERVICE OPERATIONS LAB
None,FOOD SCI 440,"
Lecture. Application of engineering principles in the analysis of food process operations: properties of gases and vapors, psychrometrics, material and energy balances, fluid flow, heat transfer, microwave heating, mass transfer, packaging film permeability, dehydration. Enroll Info: FOOD SCI 301 (BC or better);  MATH 211 or MATH 221 (or equivalent);  PHYSICS 103 (or equivalent); or consent of instructor
",3,PRINCIPLES OF FOOD ENGINEERING
None,FOOD SCI/​BSE/​M E  441,"
Fundamentals of rheology and rheological evaluations of food and biomaterials; structure-function relationships. Enroll Info: PHYSICS 201 or CBE/​B M E  320 or ME 363 or cons inst
",3,RHEOLOGY OF FOODS AND BIOMATERIALS
None,FOOD SCI 464,"
Application of statistics for the purpose of monitoring and controlling food industry production. Applications of discrete and continuous distributions as tools for inferring production quality and efficiency. Topics include hypothesis formation and testing, confidence intervals, and graphics for presentation. Enroll Info: Stat 201 or equiv
",3,STATISTICS FOR FOOD INDUSTRY QUALITY CONTROL
None,FOOD SCI/​AN SCI/​DY SCI/​SOIL SCI  472,"
Examines issues related to global agriculture and healthy sustainable development. Using a regional approach and focusing on crops and livestock case studies, students will learn the interdependence between US agriculture and agriculture in emerging economies. Some topics covered include population and food, immigration, the environment; crop and livestock agriculture; global trade; sustainability; food security, the role of women in agriculture, and the role of dairy products in a healthy diet. Enroll Info: None
",1,ANIMAL AGRICULTURE AND GLOBAL SUSTAINABLE DEVELOPMENT
DY SCI/​AN SCI/​FOOD SCI/​SOIL SCI  472,FOOD SCI/​AN SCI/​DY SCI/​SOIL SCI  473,"
Examines issues related to global agriculture and healthy sustainable development. Using a regional approach and focusing on crops and livestock case studies, students will learn the interdependence between US agriculture and agriculture in emerging economies. Some topics covered include population and food, immigration, the environment; crop and livestock agriculture; global trade; sustainability; and the role of women in agriculture and the role of dairy products in a healthy diet. Enroll Info: None
",2,INTERNATIONAL FIELD STUDY IN ANIMAL AGRICULTURE AND SUSTAINABLE DEVELOPMENT
None,FOOD SCI 511,"
Chemistry of milk components (i.e. protein, lipids, carbohydrate, salts, enzymes) with an emphasis on chemical and physical changes that occur during the manufacture of a range of milk products (i.e. ice cream, butter, cheese). Dairy technology and microbiological quality. Enroll Info: FOOD SCI 410, or consent of instructor
",3,CHEMISTRY AND TECHNOLOGY OF DAIRY PRODUCTS
None,FOOD SCI 512,"
Lectures and demonstrations on methodology in food chemistry; experiments on the chemistry of organic constituents; lipids, proteins, carbohydrates and other organic constituents of foods. Enroll Info: FOOD SCI 410 or consent of instructor
",2,PRINCIPLES OF FOOD CHEMISTRY-LAB
None,FOOD SCI 514,"
Molecular basis of food functional properties; impact of ingredients and processing on functional properties (texture, flavor, nutrition and structure); design of new or reformulating foods to meet specific quality expectations. Enroll Info: FOOD SCI 602 or cons inst
",4,INTEGRATED FOOD FUNCTIONALITY
None,FOOD SCI/​AN SCI  515,"
Principles and procedures in the commercial manufacture of processed meat products; sausage manufacturing, curing, smoking, freezing and packaging. Enroll Info: AN SCI/​FOOD SCI  305 or FOOD SCI 410 or cons inst. Zool 101  102, or Zool 151  152 (recommended); CHEM 103
",2,COMMERCIAL MEAT PROCESSING
Declared in Food Science or Biological Systems Engineering; and FOOD SCI 432,FOOD SCI 532,"
Procedures used to process and preserve foods on a commercial basis, with emphasis on concentration, dehydration and fractionation process, plant sanitation/GMP, statistical process control, and environmental impacts.. Enroll Info: None
",4,INTEGRATED FOOD MANUFACTURING
FOOD SCI 410 and FOOD SCI 432,FOOD SCI 535,"
Through a combination of on-line lectures, classroom activities, evaluation of commercial samples and discovery-based labs, the science and technology of confections from hard candy to chocolate will be covered. Enroll Info: None
",3,CONFECTIONERY SCIENCE AND TECHNOLOGY
None,FOOD SCI 537,"
Lecture. Principles of organization; the management process in foodservice systems; allocation of resources; budget development, personnel supervision and evaluation. Enroll Info: FOOD SCI 437  M H R 300
",3,ORGANIZATION AND MANAGEMENT OF FOOD AND NUTRITION SERVICES
None,FOOD SCI/​BSE  542,"
Lectures and experiments in food engineering operations selected from topics such as: thermodynamics, transport processes, biological kinetics and bioreactor design, thermal process calculations, separation processes, process instrumentation and control, process design and economics, and the use of computers. Enroll Info: FOOD SCI 440, Sr st, or cons inst
",4,FOOD ENGINEERING OPERATIONS
None,FOOD SCI 550,"
Lecture. Chemistry, microbiology, and technology of foods and beverages in which fermentations are important (e.g. cheese, bread, pickles, beer). Fermentation techniques in developing new foods and food additives. Instrumentation and mechanization of food fermentations. Field trips. Enroll Info: BIOCHEM 501 or consent of instructor
",2,FERMENTED FOODS AND BEVERAGES
Consent of instructor,FOOD SCI 551,"
Offers students the opportunity to learn to produce fermented beverages and dairy products in laboratory and scalable production facilities. Individual labs are designed to introduce students to the chemical and physical basis for development of specific characteristics associated with individual styles of products as well as analytical methods to qualify those characteristics. Enroll Info: Course is intended for students who are 21 years of age or older and have completed or are concurrently enrolled in FOOD SCI 550
",1,FOOD FERMENTATION LABORATORY
Consent of instructor,FOOD SCI 552,"
Designed to provide students with opportunities to apply and further develop their understanding of fermentation science through the production and analysis of wine. Students learn to produce wine at the laboratory and commercial scale. Individual labs are designed to introduce students to the chemical constituents of wine through laboratory analysis. Enroll Info: Course is intended for students who are 21 years of age or older and have completed or are concurrently enrolled in FOOD SCI 550
",1,FOOD FERMENTATION LABORATORY: THE SCIENCE OF WINE
None,FOOD SCI 600,"
Addresses information retrieval, use of statistics in experimental design, professional responsibility and ethics; mechanics of writing technical reports and giving oral presentations; proposal writing; creative thinking and problem-solving. Enroll Info: Sr or Grad st
",1,PROFESSIONAL PRACTICE IN FOOD SCIENCE
None,FOOD SCI 602,"
Part one of senior capstone requirement. Working as teams, students conduct research around a problem pertinent to the food industry. Weekly discussions plus laboratory. Data collection and analysis and report writing are critical components of this course. Enroll Info: FOOD SCI 412  Sr st in food sci, or cons inst
",2,SENIOR PROJECT
FOOD SCI 602,FOOD SCI 603,"
Part two of senior capstone requirement. Students will present data gathered and analyzed as part of the senior project. Enroll Info: None
",1,SENIOR SEMINAR
None,FOOD SCI 610,"
Lecture. Protein structure and functions; techniques of protein isolation and characterization; functional properties important in food processing. Enroll Info: BIOCHEM 501 or 601  cons inst
",2,FOOD PROTEINS
None,FOOD SCI 611,"
Chemistry of milk components (i.e. protein, lipids, carbohydrate, salts, enzymes) with an emhasis on chemical and physical changes that occur during the manufacture of a range of milk products (i.e. ice cream, butter, cheese). Dairy technology and microbiological quality. Enroll Info: Food Sci 310 or consent of instructor
",3,CHEMISTRY AND TECHNOLOGY OF DAIRY PRODUCTS
None,FOOD SCI/​BSE  642,"
Basic principles of production-scale separation processes in the food and pharmaceutical industries including gravity sedimentation and centrifugation, extraction, adsorption, chromatography, precipitation, conventional and membrane filtration, crystallization, and drying. Third credit adds group term project, integrating principles with experiments, defined by students' interests. Enroll Info: None
",2-3,FOOD AND PHARMACEUTICAL SEPARATIONS
None,FOOD SCI/​MICROBIO  650,"
Infectious and toxigenic agents of foodborne disease: detection, identification, and control methods; ecology and survival strategies of pathogens in foods; virulence mechanisms of foodborne pathogens. Enroll Info: FOOD SCI/​MICROBIO  325 or cons inst
",3,ADVANCED MICROBIOLOGY OF FOODBORNE PATHOGENS
Consent of instructor,FOOD SCI 681,"
Enroll Info: Honors program candidacy
",2-4,SENIOR HONORS THESIS
Consent of instructor,FOOD SCI 682,"
Continuation of 681. Enroll Info: Honors program candidacy  FOOD SCI 682
",2-4,SENIOR HONORS THESIS
Consent of instructor,FOOD SCI 699,"
Enroll Info: None
",1-3,SPECIAL PROBLEMS
Graduate/professional standing,FOOD SCI/​AN SCI  710,"
Chemical constitution, structures, reactions, stereochemistry of fats, phospholipids, related compounds; methods of isolation, characterization; synthesis; relation of structure to physical properties. Enroll Info: BIOCHEM 601; CHEM 341 or cons inst
",2,CHEMISTRY OF THE FOOD LIPIDS
Graduate/professional standing,FOOD SCI 718,"
Application of principles of colloid chemistry to various food colloids, for example, casein, milk fat globules, gelatin, gluten, starch. These systems are studied from the following standpoints: size distribution; transport behavior; suspension stability. Enroll Info: CHEM 561 or 565 or equiv; BIOCHEM 501 or equiv
",2,COLLOID CHEMISTRY OF FOODS
Consent of instructor,FOOD SCI 799,"
Teaching experience for PhD candidates. Enroll Info: None
",1-3,PRACTICUM IN FOOD SCIENCE TEACHING
