to,level,credits,course_2,title_2,course_1,from_,gen_ed,title_1,specia
4674,U,3.00,GEN EL,General Elective,MCM 319,4672,,Dir Response Mktg,
4674,U,3.00,COMM EL,Communication Elective,MCM 320,4672,,Audience Research,
4674,U,1.00-3.00,COMM 320,Television Workshop,MCM 321,4672,,Television Wrkshp,8
4674,U,3.00,ART EL,Art Elective,MCM 322,4672,,Portrat Photogrphy,
4674,L,3.00,COMM 240,Cinema Techniques,MCM 323,4672,,Fnd Motn Pict Prod,
4674,U,3.00,ART EL,Art Elective,MCM 325,4672,,Color Photography,
4674,U,2.00,COMM EL,Communication Elective,MCM 327,4672,,Adv Radio Prodctn,
4674,U,2.00,ED LDRSP EL,Educational Leadership Elective,MCM 332,4672,,Multi-Media Prsntn,
4674,U,3.00,JOURNAL 371,Hist Jour in US,MCM 340,4672,,Hist of Mass Comm,
4674,U,3.00,COMM 433,Entertainment Law,MCM 341,4672,,Law of Mass Comm,
4674,U,3.00,RTF 313,Entertainment Law,MCM 341,4672,,Law of Mass Comm,
4674,U,3.00,COMM EL,Communication Elective,MCM 351,4672,,Film and Society,
4674,U,3.00,COMM 320,Television Workshop,MCM 358,4672,,Television Prodctn,
4674,U,3.00,JOURNAL EL,Journalism Elective,MCM 361,4672,,Public Relations,
4674,U,2.00,JOURNAL EL,Journalism Elective,MCM 362,4672,,Spc Public Relatns,
4674,U,3.00,JOURNAL 315,Public Rel Tech,MCM 365,4672,,Pblcty/Pbl Rel Med,
4674,U,3.00,JOURNAL EL,Journalism Elective,MCM 370,4672,,General Advertisng,
4674,U,3.00,JOURNAL EL,Journalism Elective,MCM 371,4672,,Advt Dsgn/Copywrit,
4674,U,3.00,JOURNAL 325,Mag Editing & Prod,MCM 390,4672,,Publicatn Productn,
4674,U,3.00,JOURNAL EL,Journalism Elective,MCM 400,4672,,Specialized Writng,
4674,U,3.00,JOURNAL EL,Journalism Elective,MCM 403,4672,,Specialized Writng,
4674,U,3.00,JOURNAL 431,Report Public Aff,MCM 411,4672,,Publ Affairs Reprt,
4674,U,1.00-3.00,COMM EL,Communication Elective,MCM 421,4672,,Radio Workshop,8
4674,U,2.00,ART 345,Photography II,MCM 422,4672,,Adv Photogr Princp,
4674,U,3.00,COMM 437,Radio-Tv Station Mgmt,MCM 431,4672,,Radio-Tv Orgn&Mgmt,
4674,U,3.00,JOURNAL 341,Media and Society,MCM 441,4672,,Mass Media&Mod Soc,
4674,U,2.00,COMM EL,Communication Elective,MCM 458,4672,,Adv Tv Production,
4674,U,2.00,JOURNAL EL,Journalism Elective,MCM 461,4672,,Adv Public Relatns,
4674,U,1.00-3.00,COMM EL,Communication Elective,MCM 499,4672,,Independent Study,8
4674,L,3.00,BUSINESS 198,Introduction to Business,MGT 100,4672,,Intro to Business,
4674,U,3.00,BUSINESS 320,Essentials of Law For Business,MGT 205,4672,,Legl Ethl Env Busi,
4674,U,3.00,BUSINESS 311,Essentials of Is,MGT 220,4672,,Infor Sys-Bus Mgmt,
4674,U,3.00,INFO SYS 311,Essentials of Is,MGT 220,4672,,Infor Sys-Bus Mgmt,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MGT 300,4672,,Adv Business Communication,
4674,U,3.00,BUSINESS 363,Employee Relations,MGT 303,4672,,Labor-Management Relations,
4674,U,3.00,M H R 382,Employee Relations,MGT 303,4672,,Labor-Management Relations,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MGT 305,4672,,Business Law,
4674,U,3.00,BUSINESS 361,Essentials of Hr Mgmt,MGT 308,4672,,Behavior/Theory Organizations,
4674,U,3.00,M H R 361,Essentials of Hr Mgmt,MGT 308,4672,,Behavior/Theory Organizations,
4674,U,3.00,BUSINESS 321,Business Law I,MGT 315,4672,,Business Law II,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MGT 316,4672,,Prin of Management,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MGT 320,4672,,Decisn Support Sys,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MGT 330,4672,,Business Choices,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MGT 360,4672,,Global Perspective on Business,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MGT 370,4672,,Mgmt Informationtech,
4674,U,3.00,BUSINESS 364,Hr Staffing and Planning,MGT 385,4672,,Human Resources: Employment,
4674,U,3.00,M H R 383,Hr Staffing and Planning,MGT 385,4672,,Human Resources: Employment,
4674,U,3.00,BUSINESS 362,Compensation Management,MGT 386,4672,,Comp & Benefits Administration,
4674,U,3.00,M H R 386,Compensation Management,MGT 386,4672,,Comp & Benefits Administration,
4674,U,3.00,BUSINESS 341,Essentials of Operations Mngmt,MGT 393,4672,,Prod & Operat Management,
4674,U,3.00,BUSCM 341,Essentials of Operations Mngmt,MGT 393,4672,,Prod & Operat Management,
4674,U,3.00,BUSINESS 342,Analytical Methods in Scm,MGT 395,4672,,Management Science,
4674,U,3.00,BUSCM 342,Analytical Methods in Scm,MGT 395,4672,,Management Science,
4674,U,3.00,BUSINESS 393,Total Quality  Mgt,MGT 398,4672,,Total Quality Management,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MGT 399,4672,,Project Management,
4674,U,1.00-3.00,BUSINESS EL,Business Administration Elective,MGT 400,4672,,Management Forum,8
4674,U,3.00,BUSINESS EL,Business Administration Elective,MGT 401,4672,,Mis Analysis & Des,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MGT 405,4672,,Law Int Bus Trants,
4674,U,3.00,BUSINESS 369,Change Management,MGT 408,4672,,Global Responsibility Business,
4674,U,3.00,M H R 369,Change Management,MGT 408,4672,,Global Responsibility Business,
4674,U,3.00,BUSINESS 351,Fund of Management,MGT 410,4672,,Organiz Behavr/Dev,
4674,U,3.00,M H R 351,Essentials of Org Behavior,MGT 410,4672,,Organiz Behavr/Dev,
4674,U,3.00,BUSINESS 311,Essentials of Is,MGT 411,4672,,Mis Design & Impl,
4674,U,3.00,INFO SYS 311,Essentials of Is,MGT 411,4672,,Mis Design & Impl,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MGT 412,4672,,Leadership/Team Development,
4674,U,3.00,BUSINESS 422,Business Law II,MGT 415,4672,,Curr Topics in Law,
4674,U,3.00,BUSINESS 322,Business Law II,MGT 415,4672,,Curr Topics in Law,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MGT 420,4672,,Entrepreneurship,
4674,U,3.00,BUSINESS 493,Small Bs Counseling,MGT 421,4672,,Fld Studies Sm Bus,
4674,U,3.00,BUSINESS 412,Web-Based System,MGT 425,4672,,Managmt Science II,
4674,U,3.00,INFO SYS 432,Agile Web Design & Development,MGT 425,4672,,Managmt Science II,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MGT 426,4672,,Adv Tpics-Mgmt Sci,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MGT 428,4672,,Mgmt of Tech and Innovation,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MGT 430,4672,,Comparative Management Systems,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MGT 431,4672,,"Business, Labor & Human Rights",
4674,U,3.00,BUSINESS 455,Strategic Management,MGT 449,4672,,Admin Policy Determination,
4674,U,3.00,M H R 455,Strategic Management,MGT 449,4672,,Admin Policy Determination,
4674,U,1.00-6.00,BUSINESS 492,Business Admin Internship,MGT 450,4672,,Cba Internship,8
4674,U,1.00-6.00,BUSINESS 492,Business Admin Internship,MGT 451,4672,,Cba Mis Internship,8
4674,U,1.00-6.00,BUSINESS 492,Business Admin Internship,MGT 452,4672,,Cba International Internship,8
4674,U,3.00,BUSINESS 368,Training and Development,MGT 483,4672,,Human Resource Development,
4674,U,3.00,M H R 384,Training and Development,MGT 483,4672,,Human Resource Development,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MGT 484,4672,,Interntnl Human Resource Mgt,
4674,U,3.00,BUSINESS 363,Employee Relations,MGT 485,4672,,Collective Bargaining,
4674,U,3.00,M H R 382,Employee Relations,MGT 485,4672,,Collective Bargaining,
4674,U,3.00,BUSINESS 462,Topics in H R Mgmt,MGT 486,4672,,Hmn Resource:Curr Issues/Polic,
4674,U,3.00,M H R 482,Topics in H R Mgmt,MGT 486,4672,,Hmn Resource:Curr Issues/Polic,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MGT 487,4672,,Male/Female Rel-Busi Envir,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MGT 494,4672,,Bus Process Reengineering,
4674,U,1.00-3.00,BUSINESS 491,Independent Study,MGT 499,4672,,Independent Study,8
4674,L,4.00,BIOLOGY 233,Microb Survey (Xl),MIC 100,4672,CA,Microbes and Society,
4674,L,1.00,GEN EL,General Elective,MIC 102,4672,,Global Bioterrorism,
4674,L,1.00,BIOLOGY EL,Biology and Microbiology Elective,MIC 120,4672,,Intro to Microbial Sciences,
4674,L,3.00,BIOLOGY EL,Biology and Microbiology Elective,MIC 130,4672,,Global Impac Infec Disease,
4674,U,4.00,BIOLOGY 309,Bacteriology,MIC 230,4672,CA,Fundamentals of Microbiology,
4674,L,1.00-3.00,BIOLOGY EL,Biology and Microbiology Elective,MIC 260,4672,,Topics in Microbiology,8
4674,L,1.00-2.00,BIOLOGY EL,Biology and Microbiology Elective,MIC 299,4672,,Intro to Microbiology Research,8
4674,L,4.00,GEN EL,General Elective,MLG 101,4672,BB,World Language: Elementary I,
4674,L,4.00,GEN EL,General Elective,MLG 102,4672,BB,World Language: Elementary II,
4674,L,4.00,GEN EL,General Elective,MLG 109,4672,,The Study of Language,
4674,L,3.00,GEN EL,General Elective,MLG 110,4672,,Introduction Study Languages,
4674,L,3.00,HISTORY 101,Early Civilizatio (Xs)(Gc),MLG 200,4672,DC,The Medieval World,
4674,L,4.00,GEN EL,General Elective,MLG 201,4672,BB,World Language:Intermediate I,
4674,L,4.00,GEN EL,General Elective,MLG 202,4672,BB,World Language:Intermediate II,
4674,L,3.00,SPANISH EL,Spanish Elective,MLG 203,4672,,Span/US Hispanics,
4674,L,4.00,GEN EL,General Elective,MLG 204,4672,,Heritage Language: Intermed,
4674,L,3.00,GEN EL,General Elective,MLG 299,4672,,Foreign Lit  Translation,
4674,U,3.00,GEN EL,General Elective,MLG 394,4672,,Translating Literature,
4674,U,1.00-6.00,SEC ED 347,Teach Foreign Languages,MLG 455,4672,,Foreign Language Program Dev,8
4674,L,3.00,ENGLISH 231,Literature & Film (Xc),MLG 491,4672,BC,Films & Literature,
4674,U,3.00,BUSINESS 371,Essentials of Marketing,MKT 309,4672,,Principles of Marketing,
4674,U,3.00,MKTG 371,Essentials of Marketing,MKT 309,4672,,Principles of Marketing,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MKT 312,4672,,Mrkt-Non-Prft Inst,
4674,U,3.00,BUSINESS 375,Global Marketing,MKT 341,4672,,International Marketing,
4674,U,3.00,MKTG 375,Global Marketing (Gs),MKT 341,4672,,International Marketing,
4674,U,3.00,BUSINESS 379,Selling Sales Mngt,MKT 352,4672,,Sales Meth-Procdrs,
4674,U,3.00,MKTG 379,Selling Sales Mngt,MKT 352,4672,,Sales Meth-Procdrs,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MKT 363,4672,,Intermed Mkt I,
4674,U,3.00,BUSINESS 372,Retail Management,MKT 364,4672,,Retl Strtgy & Admn,
4674,U,3.00,MKTG 372,Retailing in the Digital World,MKT 364,4672,,Retl Strtgy & Admn,
4674,U,3.00,BUSINESS 376,Advtsng Sales Promo,MKT 365,4672,,Integrated Marketing Comm,
4674,U,3.00,MKTG 376,Advertising & Imc,MKT 365,4672,,Integrated Marketing Comm,
4674,U,3.00,BUSINESS 377,Consumer Behavior,MKT 366,4672,,Intermed Mkt II,
4674,U,3.00,MKTG 377,Consumer Behavior,MKT 366,4672,,Intermed Mkt II,
4674,U,3.00,BUSINESS 379,Selling Sales Mngt,MKT 370,4672,,Professional Selling/Sales Mgt,
4674,U,3.00,MKTG 379,Selling Sales Mngt,MKT 370,4672,,Professional Selling/Sales Mgt,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MKT 375,4672,,Retail Strat&Admin,
4674,U,3.00,BUSINESS 373,Phy Dist Management,MKT 380,4672,,Marketing Logstics,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MKT 385,4672,,Indstrl Mktg/Purch,
4674,U,1.00-3.00,BUSINESS 473,Marketing Strategy,MKT 400,4672,,Marketing Forum,8
4674,U,1.00-3.00,MKTG 473,Marketing Strategy,MKT 400,4672,,Marketing Forum,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MKT 420,4672,,Entrprnrshp Sm Bus,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MKT 421,4672,,Fld Studies Sm Bus,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MKT 423,4672,,Mkt Inf Dcs Spt Sy,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MKT 440,4672,,Comparative Marketing Systems,
4674,U,3.00,BUSINESS 375,Global Marketing,MKT 441,4672,,Intrnatl Marketing,
4674,U,3.00,MKTG 375,Global Marketing (Gs),MKT 441,4672,,Intrnatl Marketing,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MKT 444,4672,,Sports & Recreation Marketing,
4674,U,3.00,BUSINESS EL,Business Administration Elective,MKT 445,4672,,Intl Marketing Strategies,
4674,U,1.00-6.00,BUSINESS 492,Business Admin Internship,MKT 450,4672,,Cba Internship,8
4674,U,3.00,BUSINESS EL,Business Administration Elective,MKT 460,4672,,Prof Sales Mgtmt,
4674,U,3.00,BUSINESS 376,Advtsng Sales Promo,MKT 465,4672,,Digital Marketing & Analytics,
4674,U,3.00,MKTG 376,Advertising & Imc,MKT 465,4672,,Digital Marketing & Analytics,
4674,U,3.00,BUSINESS 473,Marketing Strategy,MKT 479,4672,,Marketing Management,
4674,U,3.00,MKTG 473,Marketing Strategy,MKT 479,4672,,Marketing Management,
4674,U,1.00-3.00,BUSINESS 491,Independent Study,MKT 499,4672,,Independent Study,8
4674,P,3.00,MATH 100,Elementary Algebra I,MTH 050,4672,,Basic Algebra,
4674,L,3.00,MATH 101,Elementary Algebra 2,MTH 050,4672,,Basic Algebra,
4674,P,2.00,MATH 103,Intermediate Algebra,MTH 051,4672,,Topic Intmd Algbra,
4674,L,3.00,PRAC ART 101,El Descr Geometry,MTH 100,4672,,Engr Grph-Dsc Geom,
4674,P,4.00,MATH 103,Intermediate Algebra,MTH 111,4672,,Intermed Algebra,
4674,L,4.00,MATH 110,Number Systm For Teaching (Xm),MTH 125,4672,,Math Elem Teachers I,
4674,L,3.00,MATH 217,Data Explore,MTH 126,4672,,Math Elem Teachers II,
4674,L,3.00,MATH 211,Fund Geom & Msrmnt (Xm),MTH 131,4672,AB,Geometry-Elem Tchr,
4674,L,4.00,MATH 110,Number Systm For Teaching (Xm),MTH 135,4672,,Math For Elem Teachers I,
4674,L,4.00,MATH 211,Fund Geom & Msrmnt (Xm),MTH 136,4672,AB,Math For Elem Teachers II,
4674,L,4.00,MATH 189,Pbis Statistics (Pbis)(Xm),MTH 145,4672,AB,Elem Statistics,22
4674,L,3.00,MATH 201,Applied Statistics (Xm),MTH 145,4672,AB,Elem Statistics,
4674,L,4.00,MATH 104,College Algebra (Xm),MTH 150,4672,AB,College Algebra,
4674,L,4.00,MATH 108,Pre-Calculus (Xm),MTH 151,4672,"AB, UCTA",Precalculus,22
4674,L,3.00,MATH 188,Math & Your Political Wrld(Xm),MTH 170,4672,AB,Survey of Math,
4674,L,3.00,MATH 211,Fund Geom & Msrmnt (Xm),MTH 171,4672,AB,Geometry For K-8 Teachers,
4674,L,4.00,MATH 206,Calc For Business (Xm),MTH 175,4672,AB,Applied Calculus,
4674,L,5.00,MATH 108,Pre-Calculus (Xm),MTH 177,4672,AB,Coll Algebra-Trig,
4674,L,4.00,MATH 206,Calc For Business (Xm),MTH 200,4672,AB,Business Calculus,
4674,L,4.00,MATH 189,Pbis Statistics (Pbis)(Xm),MTH 205,4672,AB,Elem Statistics,
4674,L,5.00,MATH 171,Calculus I (Xm),MTH 207,4672,AB,Calculus I,
4674,L,4.00,MATH 172,Calculus II (Xm),MTH 208,4672,AB,Calculus II,
4674,L,3.00,MATH EL,Mathematics Elective,MTH 225,4672,,Foundations of Advanced Math,
4674,L,3.00,MATH 189,Pbis Statistics (Pbis)(Xm),MTH 250,4672,AB,Statistics,
4674,L,4.00,MATH EL,Mathematics Elective,MTH 265,4672,,Math Models in Biology,
4674,L,3.00,MATH EL,Mathematics Elective,MTH 280,4672,,Algebraic Reas & Probl Solving,
4674,L,3.00,MATH 201,Applied Statistics (Xm),MTH 305,4672,AB,Statistical Methods,
4674,L,3.00,MATH 273,Calculus III,MTH 307,4672,,Multivariate Calc,
4674,L,4.00,MATH 273,Calculus III,MTH 309,4672,,Linear Alg With Dif Equations,
4674,U,4.00,MATH EL,Mathematics Elective,MTH 310,4672,,Calculus III: Multi Calc,
4674,U,3.00,MATH 349,Introduction to Number Theory,MTH 311,4672,,Number Theory,
4674,L,3.00,MATH 256,Intro Linear Math,MTH 313,4672,,Intr Linear Algbra,
4674,U,3.00,MATH EL,Mathematics Elective,MTH 317,4672,,Graph Theory,
4674,U,3.00,MATH EL,Mathematics Elective,MTH 320,4672,,Hist of Mathematics,
4674,U,3.00,MATH 331,Fundmntl of Geomtry,MTH 331,4672,,Modern Geometry,
4674,U,4.00,MATH 301,Intro Prob & Stat (Ma) (Xm),MTH 341,4672,AB,Probabilty & Statistics,
4674,U,3.00,MATH 302,Intermed Stat Methods,MTH 342,4672,,Problty & Stati II,
4674,U,3.00,MATH 371,Differential Equations,MTH 351,4672,,Differtl Equatns I,
4674,U,3.00,MATH EL,Mathematics Elective,MTH 352,4672,,Diffrtl Equatns II,
4674,U,3.00,MATH 371,Differential Equations,MTH 353,4672,,Differential Equations,
4674,U,3.00,MATH 355,Intro Num Analysis,MTH 371,4672,,Numerical Methods,
4674,U,1.00,MATH EL,Mathematics Elective,MTH 390,4672,,Alg Actuarial Stdt,
4674,U,1.00-3.00,MATH EL,Mathematics Elective,MTH 395,4672,,Special Topics in Mathematics,8
4674,U,3.00,MATH 467,Introduction to Real Analysis,MTH 407,4672,,Real Analysis I,
4674,U,3.00,MATH EL,Mathematics Elective,MTH 408,4672,,Real Analysis II,
4674,U,3.00,MATH EL,Mathematics Elective,MTH 410,4672,,Complex Variables,
4674,U,3.00,MATH 347,Introduction to Group Theory,MTH 411,4672,,Abstract Algebra I,
4674,U,3.00,MATH EL,Mathematics Elective,MTH 412,4672,,Abstract Algbra II,
4674,U,3.00,MATH 346,Linear Algebra,MTH 413,4672,,Tpc Linear Algebra,
4674,U,3.00,MATH 480,Intro to Topology,MTH 421,4672,,Teach Math & Cptr Science,
4674,U,3.00,MATH EL,Mathematics Elective,MTH 425,4672,,Found of Mathmatcs,
4674,U,3.00,MATH 401,Mathematical Statistics,MTH 441,4672,,Math Statistics I,
4674,U,3.00,MATH 402,Math Statistics II,MTH 442,4672,,Math Statistics II,
4674,U,3.00,MATH EL,Mathematics Elective,MTH 444,4672,,Intro to Sampling,
4674,U,3.00,MATH 385,Applied Regression,MTH 445,4672,,Correlation & Regressn Analys,
4674,U,3.00,MATH 302,Intermed Stat Methods,MTH 446,4672,,Analysis of Var-Design Expermt,
4674,U,3.00,MATH 304,Intro Nonparametric Methods,MTH 447,4672,,Nonparametric Statistics,
4674,U,3.00,MATH EL,Mathematics Elective,MTH 448,4672,,Operations Research,
4674,U,3.00,MATH 385,Applied Regression,MTH 449,4672,,Applied Multivariate Statistic,
4674,U,3.00,MATH 375,Vector & Complex Analyses,MTH 461,4672,,Mathematical Physics,
4674,U,3.00,MATH 355,Intro Num Analysis,MTH 471,4672,,Numerical Analysis,
4674,U,3.00,MATH EL,Mathematics Elective,MTH 480,4672,,Studies in Applied Math,
4674,U,1.00-3.00,MATH EL,Mathematics Elective,MTH 495,4672,,Special Topics in Mathematics,8
4674,U,1.00-3.00,MATH 446,Independent Study,MTH 498,4672,,Independent Study,8
4674,U,1.00-3.00,MATH EL,Mathematics Elective,MTH 499,4672,,Research Topics,8
4674,L,1.00,GEN EL,General Elective,NMT 201,4672,,Intro to Nmt,
4674,U,2.00,GEN EL,General Elective,NMT 395,4672,,Immunology For Nmt,
4674,U,0.00-2.00,GEN EL,General Elective,NMT 401,4672,,Mgmt & Methods Patient Care I,8
4674,U,2.00-4.00,GEN EL,General Elective,NMT 403,4672,,"Anatomy, Physiology, Pathology",8
4674,U,1.00-5.00,GEN EL,General Elective,NMT 405,4672,,Radiation Protection,8
4674,U,2.00-5.00,GEN EL,General Elective,NMT 407,4672,,Clinicl Instruments/Techniques,8
4674,U,1.00-3.00,GEN EL,General Elective,NMT 409,4672,,Math Eval of Clinical Data,8
4674,U,1.00-2.00,GEN EL,General Elective,NMT 411,4672,,Rcords/Adm Prcdrs,8
4674,U,3.00-9.00,GEN EL,General Elective,NMT 412,4672,,Clinical Nuclear Practicum I,8
4674,U,3.00-9.00,GEN EL,General Elective,NMT 413,4672,,Clinical Nuclear Practicum II,8
4674,U,1.00-3.00,GEN EL,General Elective,NMT 415,4672,,Appl Radonucld-Med,8
4674,U,1.00-3.00,GEN EL,General Elective,NMT 416,4672,,Nuclear Med Qual Control Pract,8
4674,U,2.00-5.00,GEN EL,General Elective,NMT 417,4672,,Nuclear Radiation Phy & Instr,8
4674,U,1.00-3.00,GEN EL,General Elective,NMT 418,4672,,Clinical Procedures Review I,8
4674,U,1.00-3.00,GEN EL,General Elective,NMT 419,4672,,Clinical Radiation Biology,8
4674,U,0.00-1.00,GEN EL,General Elective,NMT 421,4672,,Therapeutic Radionuclides,8
4674,U,1.00-5.00,GEN EL,General Elective,NMT 423,4672,,Radiopharmacy & Pharmacology,8
4674,U,1.00-5.00,GEN EL,General Elective,NMT 427,4672,,Clinical Eval Math Data Nm,8
4674,U,1.00-3.00,GEN EL,General Elective,NMT 484,4672,,Tch Cln N/Med Proc,8
4674,U,1.00-3.00,GEN EL,General Elective,NMT 495,4672,,Spec Topics-Nuclear Med,8
4674,U,0.00-3.00,GEN EL,General Elective,NMT 499,4672,,Independent Study,8
4674,L,2.00,MUSIC 219,Music and Culture (Xc),MUS 105,4672,BA,Music Appreciation,
4674,L,3.00,MUSIC 219,Music and Culture (Xc),MUS 110,4672,BA,Listening Experience in Music,
4674,L,1.00,MUSIC EL,Music Elective,MUS 111,4672,,Conducting I,
4674,L,1.00,MUSIC 173,Aural Skills I,MUS 141,4672,,Class Piano I,
4674,L,1.00,MUSIC 183,Applied Voice Class,MUS 143,4672,,Class Voice,
4674,L,1.00,MUSIC EL,Music Elective,MUS 145,4672,,Class Instruments,
4674,L,1.00,MUSIC 173,Aural Skills I,MUS 146,4672,,Keyboard Competencies I,
4674,L,1.00,MUSIC 174,Aural Skills II,MUS 147,4672,,Keyboard Competencies II,
4674,L,1.00,MUSIC 273,Aural Skills III,MUS 148,4672,,Keyboard Competencies III,
4674,L,1.00,MUSIC 274,Aural Skills IV,MUS 149,4672,,Keyboard Competencies IV,
4674,L,1.00,MUSIC 123,Symp/Concert Band,MUS 151,4672,,Scrm Egls Mrch Band,
4674,L,1.00,MUSIC EL,Music Elective,MUS 152,4672,,Opera Workshop,
4674,L,1.00,MUSIC 131,University Choir,MUS 153,4672,,Concert Choir,
4674,L,1.00,MUSIC EL,Music Elective,MUS 154,4672,,Symphonic Band,
4674,L,1.00,MUSIC 123,Symp/Concert Band,MUS 155,4672,,Orchestra,
4674,L,1.00,MUSIC EL,Music Elective,MUS 157,4672,,Mannerchoir,
4674,L,1.00,MUSIC 151,Univ Women's Chorus,MUS 159,4672,,Women's Chorus,
4674,L,1.00,MUSIC 208,Chamber Music,MUS 161,4672,,Ensembles,
4674,L,1.00,MUSIC 121,University Wind Ensemble,MUS 163,4672,,Wind Symphony,
4674,L,1.00,MUSIC 127,Jazz Lab Band,MUS 165,4672,,Jazz Ensemble I,
4674,L,1.00,MUSIC EL,Music Elective,MUS 166,4672,,Jazz Ens II,
4674,L,1.00,MUSIC EL,Music Elective,MUS 167,4672,,Choral Union,
4674,L,1.00,MUSIC EL,Music Elective,MUS 168,4672,,Vocal Jazz Ensembl,
4674,L,1.00,MUSIC 208,Chamber Music,MUS 169,4672,,Chamber Choir,
4674,L,3.00,HISTORY 101,Early Civilizatio (Xs)(Gc),MUS 200,4672,DC,Screaming Eagles Mrch Bnd II,
4674,L,2.00,MUSIC 205,Survey of Music History I,MUS 201,4672,,Musical Cultures,
4674,L,2.00,MUSIC 207,Survey Music History II,MUS 202,4672,,Music History: 1600-1825,
4674,L,3.00,MUSIC EL,Music Elective,MUS 204,4672,,Latin American Music,
4674,L,3.00,MUSIC 216,Evolution of Jazz (Xc),MUS 209,4672,BA,History of Jazz Culture (Es),
4674,L,2.00,MUSIC EL,Music Elective,MUS 211,4672,,Basic Conducting,
4674,L,1.00,MUSIC EL,Music Elective,MUS 212,4672,,Flk/Clsrm Instrm Recor/Autoha,
4674,L,1.00,MUSIC EL,Music Elective,MUS 213,4672,,Class Guitar,
4674,L,1.00,MUSIC 277,String Inst Tech,MUS 214,4672,,String Techniques I,
4674,L,1.00,MUSIC 277,String Inst Tech,MUS 215,4672,,String Techniques II,
4674,L,1.00,MUSIC EL,Music Elective,MUS 216,4672,,String Techs III,
4674,L,3.00,MUSIC EL,Music Elective,MUS 217,4672,,Recreational Music,
4674,L,1.00,MUSIC 176,Brass Techniques,MUS 220,4672,,High Brass Techniques,
4674,L,1.00,MUSIC 286,Brass Techniques,MUS 220,4672,,High Brass Techniques,
4674,L,1.00,MUSIC EL,Music Elective,MUS 221,4672,,Low Brass Techniques,
4674,L,1.00,MUSIC EL,Music Elective,MUS 222,4672,,Brass Techs III,
4674,L,1.00,MUSIC EL,Music Elective,MUS 225,4672,,Percussion Techniques I,
4674,L,1.00,MUSIC EL,Music Elective,MUS 226,4672,,Percussion Techniques II,
4674,L,1.00,MUSIC EL,Music Elective,MUS 227,4672,,Woodwind Techniques I,
4674,L,1.00,MUSIC EL,Music Elective,MUS 228,4672,,Woodwind Techniques II,
4674,L,1.00,MUSIC EL,Music Elective,MUS 229,4672,,Woodwind Techniques III,
4674,L,2.00,MUSIC EL,Music Elective,MUS 231,4672,,Elements of Music,
4674,L,3.00,MUSIC 107,Music Theory I,MUS 235,4672,,Music Theory I,
4674,L,3.00,MUSIC 108,Music Theory II,MUS 236,4672,,Music Theory II,
4674,L,1.00,MUSIC 107,Music Theory I,MUS 237,4672,,Music Rdg & Aural Skills I,
4674,L,1.00,MUSIC 108,Music Theory II,MUS 238,4672,,Music Rdg & Aural Skills II,
4674,L,1.00,MUSIC EL,Music Elective,MUS 241,4672,,Applied Piano,
4674,L,1.00,MUSIC 181,Voice,MUS 243,4672,,Private Voice,
4674,L,1.00,MUSIC EL,Music Elective,MUS 245,4672,,Private Instrument,
4674,L,1.00,MUSIC EL,Music Elective,MUS 247,4672,,Applied Organ,
4674,L,1.00,MUSIC EL,Music Elective,MUS 249,4672,,Piano Sight Reading,
4674,L,3.00,HLTH EDU 211,Nutrition & Weight Control,NUT 200,4672,,Human Nutrition,
4674,L,1.00,MUSIC EL,Music Elective,MUS 263,4672,,Intro to Music Technology,
4674,U,2.00,MUSIC EL,Music Elective,MUS 301,4672,,Music History: 1825-1900,
4674,U,2.00,MUSIC EL,Music Elective,MUS 302,4672,,Music History: 20th Century,
4674,L,2.00,MUSIC 218,Sur American Music(Es)(Xc),MUS 305,4672,"BA, EA",American Music,
4674,L,3.00,MUSIC 216,Evolution of Jazz (Xc),MUS 309,4672,BA,History of Jazz,
4674,U,1.00,MUSIC EL,Music Elective,MUS 312,4672,,Jazz/Band Ens Tech,
4674,U,1.00,MUSIC EL,Music Elective,MUS 313,4672,,Orchestra Techniques,
